chemical	alias	source
CID000449459	(Z)-4-Hydroxytamoxifen	1052 824 Calbiochem ChemIDplus LeadScope
CID000449459	(Z)-4-OHT	1052
CID000449459	2bj4	Shanghai_Institute_of_Organic_Chemistry
CID000449459	2p7z	Shanghai_Institute_of_Organic_Chemistry
CID000449459	4'-Hydroxytamoxifen	Comparative_Toxicogenomics_Database LeadScope
CID000449459	4-Hydroxy-(E/Z)-tamoxifen	1052
CID000449459	4-Hydroxy-(Z)-tamoxifen	1052
CID000449459	4-Hydroxytamoxifen	1052 814 845 BIDD BindingDB ChEBI ChEMBL ChemIDplus Comparative_Toxicogenomics_Database KEGG LeadScope MLSMR MMDB Nature_Chemical_Biology NextBio SMID Sigma-Aldrich
CID000449459	4-OH-TAM	Calbiochem
CID000449459	4-OHT	ChEBI LeadScope
CID000449459	4-OHT hydrotamoxifen	Comparative_Toxicogenomics_Database
CID000449459	4-hydroxy-tamoxifen	BIDD Comparative_Toxicogenomics_Database LeadScope
CID000449459	4-hydroxytamoxifen, (E)-isomer	Comparative_Toxicogenomics_Database LeadScope
CID000449459	4-hydroxytamoxifen, (Z)-isomer	Comparative_Toxicogenomics_Database
CID000449459	4-monohydroxytamoxifen	ChEBI Comparative_Toxicogenomics_Database LeadScope
CID000449459	AC1L9N5F	708
CID000449459	AK116222	922
CID000449459	Afimoxifene	1052 814 ChEBI ChemIDplus Comparative_Toxicogenomics_Database LeadScope
CID000449459	Afimoxifene (USAN/INN)	KEGG
CID000449459	Afimoxifene [USAN:INN]	ChemIDplus
CID000449459	Afimoxifene [USAN]	LeadScope
CID000449459	BIDD:ER0193	BIDD
CID000449459	BIDD:PXR0104	BIDD
CID000449459	BRD-K04210847-001-01-1	Broad_Institute
CID000449459	BRN 4910749	ChemIDplus LeadScope
CID000449459	C016601	Comparative_Toxicogenomics_Database
CID000449459	C05011	KEGG
CID000449459	C26H29NO2	LeadScope
CID000449459	C475919	Comparative_Toxicogenomics_Database
CID000449459	CAS-68047-06-3	824
CID000449459	CCRIS 8580	ChemIDplus
CID000449459	CHEBI:44616	ChEBI ChEMBL
CID000449459	CHEMBL489	ChEMBL
CID000449459	CID449459	NextBio
CID000449459	D06551	KEGG
CID000449459	DNC004000	845
CID000449459	DSSTox_CID_2384	824
CID000449459	DSSTox_GSID_22384	824
CID000449459	DSSTox_RID_76567	824
CID000449459	H6278_SIGMA	Sigma-Aldrich
CID000449459	H7904_SIGMA	Sigma-Aldrich
CID000449459	HMS2231F20	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000449459	HSCI1_000353	ChemBank
CID000449459	ICI 79,280	ChemIDplus LeadScope
CID000449459	ICI 79280	1052 ChemIDplus Comparative_Toxicogenomics_Database LeadScope
CID000449459	LS-104443	LeadScope
CID000449459	LS-176663	LeadScope
CID000449459	MLS000069742	MLSMR
CID000449459	MLS001077346	MLSMR
CID000449459	NCGC00164399-01	NCGC
CID000449459	NCGC00164399-02	NCGC
CID000449459	NCGC00258497-01	824
CID000449459	SMR000058939	MLSMR
CID000449459	SR-01000759243	The_Scripps_Research_Institute_Molecular_Screening_Center
CID000449459	SR-01000759243-5	The_Scripps_Research_Institute_Molecular_Screening_Center
CID000449459	SureCN9189	992
CID000449459	T176_FLUKA	Sigma-Aldrich
CID000449459	T176_SIGMA	Sigma-Aldrich
CID000449459	TamoGel	1052 ChemIDplus LeadScope
CID000449459	Tamogel (TN)	KEGG
CID000449459	Tamoxifen, 4-Hydroxy-, (Z)-	Calbiochem MLSMR
CID000449459	Tox21_200943	824
CID000449459	UNII-17197F0KYM	ChemIDplus
CID000449459	ZINC00902197	ZINC
CID000449459	[3H]4-OHT	BindingDB
CID000449459	hydroxytamoxifen	1052 ChemIDplus Comparative_Toxicogenomics_Database KEGG LeadScope
CID000449459	para-hydroxytamoxifen	Comparative_Toxicogenomics_Database LeadScope
CID000449459	tamoxifen metabolite B	Comparative_Toxicogenomics_Database LeadScope
CID000449459	trans-4-Hydroxytamoxifen	1052 ChemIDplus LeadScope Sigma-Aldrich
CID000387447	ABP000234	1009
CID000387447	AK-33783	922
CID000387447	AKOS015909706	AKos_Consulting_&_Solutions
CID000387447	ANW-61718	1046
CID000387447	Bortezomib	1061 1088 718 814 817 824 925 932 939 ChEBI ChEMBL Comparative_Toxicogenomics_Database DTP/NCI EPA_DSSTox NIAID NextBio Prous_Science_Drugs_of_the_Future SMID Selleck_Chemicals
CID000387447	Bortezomib (JAN/USAN/INN)	KEGG
CID000387447	Bortezomib,Velcade	850
CID000387447	Bortezomib-Supplied by Selleck Chemicals	Selleck_Chemicals
CID000387447	C400082	Comparative_Toxicogenomics_Database
CID000387447	CAS-179324-69-7	824
CID000387447	CHEBI:52717	ChEBI ChEMBL
CID000387447	CHEMBL325041	ChEMBL
CID000387447	CTK8B8979	1096
CID000387447	D03150	KEGG
CID000387447	DNC001157	845
CID000387447	DSSTox_CID_20980	824
CID000387447	DSSTox_GSID_40980	824
CID000387447	DSSTox_RID_79609	824
CID000387447	LDP-341	ChEMBL Comparative_Toxicogenomics_Database Prous_Science_Drugs_of_the_Future
CID000387447	NCGC00242506-01	NCGC
CID000387447	NSC-681239	DTP/NCI Prous_Science_Drugs_of_the_Future
CID000387447	PS-341	1052 1091 845 ChEBI ChEMBL Comparative_Toxicogenomics_Database DTP/NCI NIAID Prous_Science_Drugs_of_the_Future
CID000387447	PubChem17777	925
CID000387447	Q425	1088
CID000387447	S1013	DTP/NCI
CID000387447	SureCN192129	992
CID000387447	Tox21_112630	824
CID000387447	Tox21_112672	824
CID000387447	Velcade	1052 ChEBI ChEMBL Comparative_Toxicogenomics_Database Prous_Science_Drugs_of_the_Future
CID000387447	Velcade (Millenium)	DTP/NCI
CID000387447	Velcade (TN)	KEGG
CID000387447	Velcade, MG-341, PS-341, Bortezomib	Selleck_Chemicals
CID000387447	Velcade, MG-341, PS-341,179324-69-7	939
CID000387447	cc-75	1061
CID000104741	AC-4693	845 Hangzhou_APIChem_Technology
CID000104741	AC1L2XEN	708 845
CID000104741	ACN-S002534	881
CID000104741	AKOS015895669	AKos_Consulting_&_Solutions
CID000104741	AstraZeneca brand of fulvestrant	845 Comparative_Toxicogenomics_Database
CID000104741	BCP0726000227	924
CID000104741	BCP9000707	924
CID000104741	BIDD:ER0348	845 BIDD
CID000104741	BIDD:PXR0136	845 BIDD
CID000104741	C070081	845 Comparative_Toxicogenomics_Database
CID000104741	C32H47F5O3S	845 LeadScope
CID000104741	CAS-129453-61-8	824
CID000104741	CCRIS 8741	845 ChemIDplus
CID000104741	CHEBI:404798	845 BindingDB
CID000104741	CHEMBL1358	845 ChEMBL
CID000104741	CID104741	845 NextBio
CID000104741	CTK8F0501	1096
CID000104741	D01161	845 KEGG
CID000104741	DAP000319	845
CID000104741	DB00947	845 DrugBank
CID000104741	DSSTox_CID_2369	824
CID000104741	DSSTox_GSID_22369	824
CID000104741	DSSTox_RID_76561	824
CID000104741	Faslodex (TN)	845 KEGG
CID000104741	Faslodex(ICI 182,780)	845 DTP/NCI
CID000104741	Faslodex, ICI 182780, Fulvestrant	845 Selleck_Chemicals
CID000104741	Fulvestrant	1052 1088 1102 814 824 845 925 BIDD ChEMBL ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI DrugBank EPA_DSSTox Hangzhou_APIChem_Technology IUPHAR-DB LeadScope NextBio Prous_Science_Drugs_of_the_Future Selleck_Chemicals
CID000104741	Fulvestrant (Faslodex)	924
CID000104741	Fulvestrant (JAN/USAN/INN)	845 KEGG
CID000104741	Fulvestrant [USAN]	845 LeadScope
CID000104741	Fulvestrant-Supplied by Selleck Chemicals	Selleck_Chemicals
CID000104741	H046	1088
CID000104741	HMS2090N22	845 ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000104741	HMS3260G10	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000104741	HSDB 7658	845 ChemIDplus
CID000104741	I06-1109	845 IS_Chemical_Technology
CID000104741	ICI 182,780	1052 1096 845 ChEMBL ChemIDplus Comparative_Toxicogenomics_Database DrugBank EPA_DSSTox IUPHAR-DB LeadScope Nature_Chemical_Biology
CID000104741	ICI 182,789	845 EPA_DSSTox
CID000104741	ICI-182780	845 ChEMBL Comparative_Toxicogenomics_Database LeadScope Prous_Science_Drugs_of_the_Future
CID000104741	Ici 182780	1052 845 BIDD ChemIDplus Comparative_Toxicogenomics_Database EPA_DSSTox LeadScope
CID000104741	LP00114	1102
CID000104741	LS-64781	845 LeadScope
CID000104741	NCGC00024964-02	824
CID000104741	NCGC00164789-02	845 NCGC
CID000104741	NCGC00257357-01	824
CID000104741	NCGC00260152-01	824
CID000104741	NSC-719276	DTP/NCI
CID000104741	NSC719276	845 DTP/NCI
CID000104741	PubChem24291	925
CID000104741	S1191_Selleck	845 Selleck_Chemicals
CID000104741	Tox21_110939	824
CID000104741	Tox21_202604	824
CID000104741	Tox21_303656	824
CID000104741	UNII-22X328QOC4	845 ChemIDplus
CID000104741	ZD 182780	845 LeadScope
CID000104741	ZD-182780	845 Prous_Science_Drugs_of_the_Future
CID000104741	ZD-9238	845 ChEMBL Prous_Science_Drugs_of_the_Future
CID000104741	ZD9238	ChEMBL
CID000104741	ZM 182780	845 ChemIDplus Comparative_Toxicogenomics_Database LeadScope
CID000104741	ZM-182780	845 Comparative_Toxicogenomics_Database LeadScope Prous_Science_Drugs_of_the_Future
CID000104741	faslodex	1052 845 ChEMBL ChemIDplus Comparative_Toxicogenomics_Database DrugBank EPA_DSSTox IUPHAR-DB LeadScope Prous_Science_Drugs_of_the_Future
CID000104741	nchembio.168-comp5	845
CID000104741	nchembio.76-comp5	845
CID000104741	nchembio775-comp4	845
CID000104842	10-Hydroxy-7-ethylcamptothecin	1052
CID000104842	7-Ethyl-10-hydroxy camptothecin	1088
CID000104842	7-Ethyl-10-hydroxy-20(S)-CPT	NIAID
CID000104842	7-Ethyl-10-hydroxy-20(S)-camptothecin	ChemIDplus DTP/NCI
CID000104842	7-Ethyl-10-hydroxy-camptothecin	1052 731 BindingDB ChEMBL LeadScope
CID000104842	7-Ethyl-10-hydroxycamptothecine	814 Hangzhou_APIChem_Technology
CID000104842	7-ethyl-10-hydroxy-20(s)-campthothecin	EPA_DSSTox
CID000104842	7-ethyl-10-hydroxycamptothecin	1052 814 908 922 925 967 ChemIDplus DTP/NCI EPA_DSSTox Hangzhou_Trylead_Chemical_Technology TCI_(Tokyo_Chemical_Industry)
CID000104842	AC-1357	Hangzhou_APIChem_Technology
CID000104842	AC1L2XLK	708
CID000104842	AK-36613	922
CID000104842	AKOS015920433	AKos_Consulting_&_Solutions
CID000104842	AvaChem1025	DTP/NCI
CID000104842	BCP9000200	924
CID000104842	C11173	KEGG
CID000104842	CB10641	967
CID000104842	CHEMBL837	ChEMBL
CID000104842	CID104842	NextBio
CID000104842	Camptothecin analog	NIAID NextBio
CID000104842	Captothecin, 7-ethyl-10-hydroxy-	ChemIDplus LeadScope
CID000104842	DNC001188	845
CID000104842	DNC001345	845
CID000104842	E0748	TCI_(Tokyo_Chemical_Industry)
CID000104842	EHC	Prous_Science_Drugs_of_the_Future
CID000104842	I605	1088
CID000104842	LS-127394	LeadScope
CID000104842	MolPort-002-317-317	MolPort
CID000104842	NCI60_026056	ChemBank
CID000104842	NK 012	ChemIDplus
CID000104842	NSC-673596	DTP/NCI
CID000104842	NSC673596	DTP/NCI NIAID
CID000104842	PubChem11040	925
CID000104842	R0-93877	845
CID000104842	SN 38	ChemIDplus DTP/NCI LeadScope
CID000104842	SN 38 lactone	1052 ChemIDplus
CID000104842	SN-38	1052 845 ChemIDplus DTP/NCI EPA_DSSTox KEGG LeadScope Prous_Science_Drugs_of_the_Future TCI_(Tokyo_Chemical_Industry)
CID000104842	SN38	EPA_DSSTox NIAID
CID000104842	SureCN1454961	992
CID000104842	SureCN34018	992
CID000104842	TL8005626	Hangzhou_Trylead_Chemical_Technology
CID000104842	UNII-0H43101T0J	ChemIDplus
CID000104842	ZINC04099013	ZINC
CID000123631	15215-EP2269994A1	826
CID000123631	15215-EP2272827A1	826
CID000123631	15215-EP2272832A1	826
CID000123631	15215-EP2275413A1	826
CID000123631	15215-EP2277865A1	826
CID000123631	15215-EP2280006A1	826
CID000123631	15215-EP2281813A1	826
CID000123631	15215-EP2281815A1	826
CID000123631	15215-EP2287156A1	826
CID000123631	15215-EP2292234A1	826
CID000123631	15215-EP2292615A1	826
CID000123631	15215-EP2298768A1	826
CID000123631	15215-EP2298778A1	826
CID000123631	15215-EP2301533A1	826
CID000123631	15215-EP2301933A1	826
CID000123631	15215-EP2305640A2	826
CID000123631	15215-EP2305671A1	826
CID000123631	15215-EP2311807A1	826
CID000123631	15215-EP2311827A1	826
CID000123631	15215-EP2311840A1	826
CID000123631	15215-EP2316832A1	826
CID000123631	15215-EP2316833A1	826
CID000123631	2ito	Shanghai_Institute_of_Organic_Chemistry
CID000123631	2ity	Shanghai_Institute_of_Organic_Chemistry
CID000123631	2itz	Shanghai_Institute_of_Organic_Chemistry
CID000123631	32333-EP2281815A1	826
CID000123631	32333-EP2292615A1	826
CID000123631	32333-EP2301933A1	826
CID000123631	32333-EP2305640A2	826
CID000123631	32333-EP2305671A1	826
CID000123631	32333-EP2311827A1	826
CID000123631	A812870	813
CID000123631	AC-1556	845 Hangzhou_APIChem_Technology
CID000123631	AC1L3X0A	708 845
CID000123631	AG-C-31143	940
CID000123631	AK-72948	922
CID000123631	AKOS000280752	845 AKos_Consulting_&_Solutions
CID000123631	AKOS015900843	AKos_Consulting_&_Solutions
CID000123631	AKOS015900844	AKos_Consulting_&_Solutions
CID000123631	BCB03_000781	845 ChemBank
CID000123631	BCP9000718	924
CID000123631	BCP9000719	924
CID000123631	BCPP000221	924
CID000123631	Bio-0046	845 Ambinter
CID000123631	C419708	845 Comparative_Toxicogenomics_Database
CID000123631	CAS-184475-35-2	824
CID000123631	CCRIS 9011	845 ChemIDplus LeadScope
CID000123631	CHEBI:188232	BindingDB
CID000123631	CHEBI:49668	845 ChEBI ChEMBL
CID000123631	CHEMBL939	845 ChEMBL
CID000123631	CID11677045	NextBio
CID000123631	CID123631	845 NextBio
CID000123631	CID9935745	NextBio
CID000123631	CS-0124	1010
CID000123631	CTK7A0364	1096
CID000123631	CU-00000000396-1	845 Columbia_University_Molecular_Screening_Center
CID000123631	D01977	845 KEGG
CID000123631	DAP000657	845
CID000123631	DB00317	845 DrugBank
CID000123631	DB07998	845 DrugBank
CID000123631	DSSTox_CID_21034	824
CID000123631	DSSTox_GSID_41034	824
CID000123631	DSSTox_RID_79614	824
CID000123631	EC-000.2409	845
CID000123631	EN002708	845 Ennopharm
CID000123631	FC0028	775
CID000123631	FT-0081035	718 845
CID000123631	G-4408	DTP/NCI
CID000123631	Gefitini	845
CID000123631	Gefitini; Iressa	SGCOxCompounds
CID000123631	Gefitinib (JAN/USAN/INN)	845 KEGG
CID000123631	Gefitinib - Iressa	914
CID000123631	Gefitinib [USAN]	845 LeadScope
CID000123631	Gefitinib hydrochloride	1088
CID000123631	Gefitinib(Iressa)	817
CID000123631	Gefitinib, Iressa, ZD1839	845 Ennopharm
CID000123631	Gefitinib,ZD-1839,Iressa	850
CID000123631	Gefitinib-Supplied by Selleck Chemicals	Selleck_Chemicals
CID000123631	Gefitinib;	775
CID000123631	Gefitinib; Iressa	814
CID000123631	H018	1088
CID000123631	HMS2089B19	845 ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000123631	HMS3244M21	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000123631	HMS3244M22	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000123631	HMS3244N21	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000123631	HY-50895	959
CID000123631	I01-1227	845 IS_Chemical_Technology
CID000123631	I14-16346	IS_Chemical_Technology
CID000123631	I14-16347	IS_Chemical_Technology
CID000123631	IRE	845 MMDB
CID000123631	Iressa	1052 805 814 845 Alsachim BindingDB ChEMBL ChemIDplus Comparative_Toxicogenomics_Database DrugBank Exchemistry Hangzhou_APIChem_Technology LeadScope Prous_Science_Drugs_of_the_Future
CID000123631	Iressa (AstraZeneca)	DTP/NCI
CID000123631	Iressa (TN)	845 KEGG
CID000123631	Iressa(TM)	845 NIAID
CID000123631	Irressat	1052 845 ChemIDplus DrugBank LeadScope
CID000123631	K00240	845 SGCOxCompounds
CID000123631	KBioSS_002241	845 ChemBank
CID000123631	Kinome_3321	845 Abbott_Labs
CID000123631	Kinome_3322	845 Abbott_Labs
CID000123631	LS-139916	845 LeadScope
CID000123631	MLS003899193	MLSMR
CID000123631	MolPort-000-883-335	845
CID000123631	NCGC00159455-02	824 845 NCGC
CID000123631	NCGC00159455-03	845 NCGC
CID000123631	NCGC00159455-04	NCGC
CID000123631	NCGC00159455-05	NCGC
CID000123631	NCGC00159455-06	NCGC
CID000123631	NCGC00159455-08	NCGC
CID000123631	NSC-715055	DTP/NCI
CID000123631	NSC-759856	DTP/NCI
CID000123631	NSC715055	845 DTP/NCI
CID000123631	NSC759856	DTP/NCI
CID000123631	Pharmakon1600-01502274	DTP/NCI
CID000123631	S1025_Selleck	845 Selleck_Chemicals
CID000123631	SMR002204119	MLSMR
CID000123631	STK621310	845 Vitas-M_Laboratory
CID000123631	SureCN11776	992
CID000123631	SureCN2770155	992
CID000123631	SureCN4535121	992
CID000123631	SureCN4535128	992
CID000123631	SureCN4535134	992
CID000123631	SureCN465143	992
CID000123631	SureCN7866	992
CID000123631	SureCN8208642	992
CID000123631	SureCN8209619	992
CID000123631	SureCN8721075	992
CID000123631	Tox21_111683	824
CID000123631	UNII-S65743JHBS	845 ChemIDplus
CID000123631	X5007	1088
CID000123631	ZD 1839	1010 845 959 Alsachim ChemIDplus Comparative_Toxicogenomics_Database LeadScope
CID000123631	ZD-1839	1010 1052 845 914 959 ChEMBL DrugBank Prous_Science_Drugs_of_the_Future
CID000123631	ZD-1839, Iressa, Gefitinib	845 Selleck_Chemicals
CID000123631	ZD1839	1052 845 ChemIDplus Comparative_Toxicogenomics_Database DrugBank LeadScope NIAID
CID000123631	ZDJ839	ChEMBL
CID000123631	ZINC19632614	845 ZINC
CID000123631	cc-596	1061
CID000123631	gefitinib	1010 1052 1061 1088 718 814 824 826 845 959 Ambit_Biosciences ChEMBL ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI EPA_DSSTox Exchemistry LeadScope NIAID NextBio Prous_Science_Drugs_of_the_Future Selleck_Chemicals
CID000123631	nchembio.117-comp18	845
CID000123631	nchembio866-comp14	845 Nature_Chemical_Biology
CID006918289	ABP000899	1009
CID006918289	CAS-162635-04-3	824
CID006918289	CCI-779	1052 914 ChEMBL EPA_DSSTox Prous_Science_Drugs_of_the_Future
CID006918289	CHEBI:775133	BindingDB
CID006918289	CHEMBL1201182	ChEMBL
CID006918289	DSSTox_CID_20945	824
CID006918289	DSSTox_GSID_40945	824
CID006918289	DSSTox_RID_79605	824
CID006918289	NCGC00167518-01	824 NCGC
CID006918289	NCGC00167518-02	NCGC
CID006918289	Temsirolimus	1052 1088 817 824 ChEMBL EPA_DSSTox Prous_Science_Drugs_of_the_Future Selleck_Chemicals
CID006918289	Temsirolimus - Torisel	914
CID006918289	Temsirolimus-Supplied by Selleck Chemicals	Selleck_Chemicals
CID006918289	Torisel, CCI-779, Temsirolimus	Selleck_Chemicals
CID006918289	Tox21_112515	824
CID003081361	2ivu	845 Shanghai_Institute_of_Organic_Chemistry
CID003081361	68541-EP2298768A1	826
CID003081361	68541-EP2308855A1	826
CID003081361	A25648	813
CID003081361	AB1008463	732
CID003081361	ABP000873	1009
CID003081361	AC-5251	845 Hangzhou_APIChem_Technology
CID003081361	AC1MIWRU	708 845
CID003081361	AK106976	922
CID003081361	AKOS015902350	AKos_Consulting_&_Solutions
CID003081361	ANW-61824	1046
CID003081361	AZD-6474	845 Prous_Science_Drugs_of_the_Future
CID003081361	BCPP000023	924
CID003081361	C452423	845 Comparative_Toxicogenomics_Database
CID003081361	CAS-443913-73-3	824
CID003081361	CH 331	845 Alsachim
CID003081361	CH-331	845 Prous_Science_Drugs_of_the_Future
CID003081361	CHEBI:133576	BindingDB
CID003081361	CHEBI:49960	845 ChEBI ChEMBL
CID003081361	CHEMBL24828	845 ChEMBL
CID003081361	CHEMBL533849	ChEMBL
CID003081361	CID3081361	845 NextBio
CID003081361	CS-0130	1010
CID003081361	CTK8B9016	1096
CID003081361	Caprelsa	ChemIDplus Prous_Science_Drugs_of_the_Future
CID003081361	Caprelsa (TN)	KEGG
CID003081361	D06407	845 KEGG
CID003081361	DB08764	845 DrugBank
CID003081361	DCL000350	845
CID003081361	DSSTox_CID_26681	824
CID003081361	DSSTox_GSID_46681	824
CID003081361	DSSTox_RID_81816	824
CID003081361	EC-000.2359	845
CID003081361	EN002713	845 Ennopharm
CID003081361	F9995-0087	845 Ambinter
CID003081361	GNF-Pf-2188	784 ChEMBL
CID003081361	HMS3244K03	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID003081361	HMS3244K04	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID003081361	HMS3244L03	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID003081361	HY-10260	959
CID003081361	I14-1942	845 IS_Chemical_Technology
CID003081361	KB-34269	1081
CID003081361	Kinome_3316	845 Abbott_Labs
CID003081361	LS-184394	845 LeadScope
CID003081361	MolPort-005-942-399	845 MolPort
CID003081361	NCGC00167513-01	824 845 NCGC
CID003081361	NCGC00167513-02	NCGC
CID003081361	NCGC00167513-03	NCGC
CID003081361	NSC-744325	DTP/NCI
CID003081361	NSC-760766	DTP/NCI
CID003081361	NSC744325	845 DTP/NCI
CID003081361	NSC760766	DTP/NCI
CID003081361	PubChem22460	925
CID003081361	S1046_Selleck	845 Selleck_Chemicals
CID003081361	SureCN1614458	992
CID003081361	SureCN1614619	992
CID003081361	SureCN4637084	992
CID003081361	SureCN9044	992
CID003081361	TCMDC-123476	ChEMBL GlaxoSmithKline_(GSK)
CID003081361	Tox21_112511	824
CID003081361	UNII-YO460OQ37K	845 ChemIDplus
CID003081361	V-9402	DTP/NCI
CID003081361	Vandetanib (JAN/INN)	845
CID003081361	Vandetanib (JAN/USAN/INN)	KEGG
CID003081361	Vandetanib [INN]	845 LeadScope
CID003081361	Vandetanib [USAN:INN:BAN:JAN]	ChemIDplus
CID003081361	Vandetanib, Zactima, ZD6474	845 Ennopharm
CID003081361	Vandetanib-Supplied by Selleck Chemicals	Selleck_Chemicals
CID003081361	ZD 6474	1010 845 959 ChEBI ChemIDplus Comparative_Toxicogenomics_Database LeadScope
CID003081361	ZD 6474|	845 Alsachim
CID003081361	ZD-64	ChEMBL
CID003081361	ZD-6474	1010 845 959 Ambit_Biosciences ChEMBL Comparative_Toxicogenomics_Database Prous_Science_Drugs_of_the_Future
CID003081361	ZD6474	1010 1052 813 826 845 914 959 BindingDB ChEMBL ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI LeadScope
CID003081361	ZINC03834198	ZINC
CID003081361	Zactima	1052 845 914 ChemIDplus Comparative_Toxicogenomics_Database Exchemistry LeadScope Prous_Science_Drugs_of_the_Future
CID003081361	Zactima, ZD6474	845 Selleck_Chemicals
CID003081361	cc-112	1061
CID003081361	vandetanib	1010 1052 1061 1088 814 817 824 845 914 925 959 ChEMBL ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI Exchemistry Hangzhou_APIChem_Technology LeadScope NextBio Prous_Science_Drugs_of_the_Future Selleck_Chemicals
CID003081361	||Zactima	845 Alsachim
CID023724849	Afinitor (TN)	KEGG
CID023724849	D02714	KEGG
CID023724849	Everolimus (JAN/USAN/INN)	KEGG
CID023724849	Votubia (TN)	KEGG
CID023724849	Zortress (TN)	KEGG
CID009933475	A24280	813
CID009933475	ABP000861	1009
CID009933475	AKOS005145767	845 AKos_Consulting_&_Solutions
CID009933475	AZD 2171	1010 845 914 959 ChemIDplus Comparative_Toxicogenomics_Database
CID009933475	AZD-2171	1010 845 914 959 Comparative_Toxicogenomics_Database Prous_Science_Drugs_of_the_Future
CID009933475	AZD2171	1052 845 ChEMBL ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI Exchemistry
CID009933475	AZD2171 maleate	ChEMBL ChemIDplus
CID009933475	AZD2171, Recentin, Cediranib	845 Selleck_Chemicals
CID009933475	BCP9000500	924
CID009933475	BCPP000295	924
CID009933475	C500926	Comparative_Toxicogenomics_Database
CID009933475	CHEBI:556867	BindingDB
CID009933475	CHEMBL2103798	ChEMBL
CID009933475	CHEMBL491473	845 ChEMBL
CID009933475	CID 11226834	NextBio
CID009933475	CID11226834	NextBio
CID009933475	CID9933475	845 NextBio
CID009933475	CS-0119	1010
CID009933475	Cadiranib	814
CID009933475	Cediranib (AZD2171)	1061
CID009933475	Cediranib (USAN/INN)	845 KEGG
CID009933475	Cediranib - AZD2171	914
CID009933475	Cediranib maleate	ChEMBL ChemIDplus
CID009933475	Cediranib maleate (JAN/USAN)	KEGG
CID009933475	Cediranib maleate [USAN:JAN]	ChemIDplus
CID009933475	Cediranib, AZD2171, Recentin, 288383-20-0	817
CID009933475	Cediranib,AZD2171	850
CID009933475	Cediranib-Supplied by Selleck Chemicals	Selleck_Chemicals
CID009933475	D08881	845 KEGG
CID009933475	D08883	KEGG
CID009933475	DCL000354	845
CID009933475	EC-000.2328	845
CID009933475	HY-10205	959
CID009933475	Kinome_3318	845 Abbott_Labs
CID009933475	M6294	845 Amatye
CID009933475	NCGC00263097-01	NCGC
CID009933475	NSC-732208	845 DTP/NCI Prous_Science_Drugs_of_the_Future
CID009933475	NSC732208	DTP/NCI
CID009933475	P111005	Annker_Organics
CID009933475	Recentin	1010 1052 845 914 959 ChemIDplus DTP/NCI Prous_Science_Drugs_of_the_Future
CID009933475	S1017_Selleck	845 Selleck_Chemicals
CID009933475	SureCN1218427	992
CID009933475	SureCN1218429	992
CID009933475	SureCN63147	992
CID009933475	UNII-68AYS9A614	ChemIDplus
CID009933475	UNII-NQU9IPY4K9	845 ChemIDplus
CID009933475	X2636	1088
CID009933475	ZD-2171	845 ChEMBL
CID009933475	cc-438	1061
CID009933475	cediranib	1010 1052 1088 813 814 817 845 959 Amatye Annker_Organics ChEMBL ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI Exchemistry Prous_Science_Drugs_of_the_Future Selleck_Chemicals
CID010127622	A8446	813
CID010127622	ABP000918	1009
CID010127622	AK-40782	922
CID010127622	AKOS015904255	AKos_Consulting_&_Solutions
CID010127622	ANW-45526	1046
CID010127622	ARRY 142886	ChemIDplus Comparative_Toxicogenomics_Database
CID010127622	ARRY-142886	1010 1052 914 959 Comparative_Toxicogenomics_Database DTP/NCI
CID010127622	ARRY-142886 hydrogen sulfate	Prous_Science_Drugs_of_the_Future
CID010127622	ARRY-886 hydrogen sulfate	Prous_Science_Drugs_of_the_Future
CID010127622	AZD 6244	1010 814 817 914 925 959 ChemIDplus Comparative_Toxicogenomics_Database Excenen_Pharmatech NextBio
CID010127622	AZD 6244 Selumetinib	1061
CID010127622	AZD-6244	1010 813 814 914 959 ChEMBL Comparative_Toxicogenomics_Database
CID010127622	AZD-6244 Hyd-Sulfate	Prous_Science_Drugs_of_the_Future
CID010127622	AZD-6244 hydrogen sulfate	Prous_Science_Drugs_of_the_Future
CID010127622	AZD6244	814 ChEMBL ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI Selleck_Chemicals
CID010127622	AZD6244 - Selumetinib	914
CID010127622	AZD6244 Hyd-Sulf	DTP/NCI
CID010127622	AZD6244 Hyd-Sulfate	ChEMBL ChemIDplus
