cellline	ID	chrom	loc.start	loc.end	num.mark	seg.mean
MDAMB468	X080122_SNP6.0_MDAMB468_F04	5	166572579	166577851	2	4.7576
MDAMB468	X080122_SNP6.0_MDAMB468_F04	5	166578001	170219337	3058	0.4495
MDAMB468	X080122_SNP6.0_MDAMB468_F04	5	170225839	170512757	125	-0.3039
MDAMB468	X080122_SNP6.0_MDAMB468_F04	5	170516174	177047069	4402	0.4611
MDAMB468	X080122_SNP6.0_MDAMB468_F04	5	177065050	177066265	2	-2.4797
MDAMB468	X080122_SNP6.0_MDAMB468_F04	5	177070095	177131056	11	0.2375
MDAMB468	X080122_SNP6.0_MDAMB468_F04	5	177160158	177165212	3	2.3519
MDAMB468	X080122_SNP6.0_MDAMB468_F04	5	177187572	180722927	2074	0.4707
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	94662	239726	153	0.582
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	239838	330785	94	0.2913
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	332533	16979011	13387	0.6153
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	16980113	22700171	4234	0.6705
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	22700195	26201120	2562	0.6191
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	26202005	26202850	2	-2.6882
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	26203311	29945167	1909	0.5842
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	29945294	29957666	14	1.0679
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	29958176	30006876	18	-0.3745
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	30007656	31394285	712	0.5762
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	31394511	31395091	2	-3.9726
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	31395202	32023992	290	0.5939
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	32024379	32557501	266	0.3394
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	32560780	32609278	16	-0.0981
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	32616455	32648590	12	1.0866
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	32652288	32798005	92	0.2925
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	32798776	32798791	2	-2.6249
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	32798809	50060377	11262	0.4035
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	50061006	52892055	1924	0.3198
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	52895405	54039111	888	0.4372
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	54039190	54039815	6	2.9052
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	54043308	63993879	3709	0.3968
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	63994067	68328663	2876	0.0513
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	68334871	68337752	5	-1.6655
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	68341756	69796652	959	0.0325
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	69797509	76563211	4364	0.3819
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	76563860	76568993	3	-1.8899
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	76570135	78756482	1471	0.3778
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	78756516	78757246	2	-3.0933
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	78764103	79019609	195	0.3466
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	79025785	79091905	117	1.1662
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	79095953	80382651	821	0.4253
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	80383085	80386334	3	-1.332
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	80387244	81285137	592	0.4236
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	81287781	81292237	2	-3.2384
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	81292435	139207960	37532	0.3995
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	139209007	153277867	9487	0.1328
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	153278115	153281431	2	-2.9849
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	153281630	158562123	3604	0.1077
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	158562139	158562541	2	-2.697
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	158562555	159438669	530	0.1746
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	159448120	168098453	6746	0.0771
MDAMB468	X080122_SNP6.0_MDAMB468_F04	6	168099001	170892931	1904	0.1568
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	52912	225459	93	0.4824
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	227565	284803	31	-2.9181
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	291269	1991395	490	0.4862
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	1996231	2002108	3	-1.7358
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	2003195	3455437	971	0.4173
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	3455665	3456038	2	-2.6817
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	3457972	3599543	147	0.3834
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	3600364	3605087	5	-0.9628
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	3611471	4047428	368	0.3822
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	4047720	4051242	3	-1.3395
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	4052014	4473499	364	0.4479
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	4473708	4476209	4	-3.2109
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	4478406	11673554	5164	0.3959
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	11674018	11687919	10	-3.1444
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	11691713	13739746	1664	0.4837
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	13739833	13777468	28	-0.674
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	13782371	39043922	19499	0.4097
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	39043931	39045998	2	-3.3007
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	39046126	39516515	340	0.3862
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	39520335	49164715	6438	0.4592
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	49166964	54347868	3924	0.3538
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	54354000	54354007	3	-2.5324
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	54354009	54477378	72	0.4348
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	54481856	54508460	29	2.2285
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	54510296	54545424	23	2.8296
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	54549836	55800569	1056	2.0436
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	55807131	56829173	473	1.1095
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	56830016	57540383	307	0.8917
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	57540581	61525563	240	1.1657
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	61624609	62546960	288	-0.2282
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	62553698	62758474	38	0.4957
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	62770562	64875968	955	-0.2414
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	64878876	64921304	19	0.7731
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	64930394	70058375	2957	-0.2929
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	70058926	70064078	3	2.6701
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	70066179	83935214	7713	-0.2704
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	83935359	96876911	8128	-0.3497
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	96876929	97744834	512	-0.2465
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	97744861	112651996	8903	0.1189
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	112652666	126406050	8345	0.0634
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	126407108	131308671	2937	0.1308
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	131308727	131309249	2	-2.143
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	131309465	133435718	1465	0.1147
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	133435736	133448608	30	0.829
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	133448650	139184627	3831	0.1252
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	139184991	139186324	2	-2.3614
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	139189108	150278135	7387	0.1011
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	150288911	150289184	2	-2.4042
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	150292342	151441515	687	0.1601
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	151443260	156649951	3635	-0.3151
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	156656285	156795854	83	-0.9684
MDAMB468	X080122_SNP6.0_MDAMB468_F04	7	156798638	158819766	1324	-0.2875
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	21255	103381	4	0.5684
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	103565	2067696	1537	-0.2939
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	2067802	2068761	6	-3.937
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	2068780	7027264	6584	-0.3412
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	7030751	7157885	3	-3.4338
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	7157900	10869089	2786	-0.2699
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	10871761	10873041	3	-3.0739
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	10875955	12276653	841	-0.3096
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	12276788	12286185	21	-1.6485
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	12286348	12289613	12	-0.4285
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	12289629	12291858	7	-3.3546
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	12305299	14366021	1882	-0.314
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	14367956	14371034	3	-2.7905
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	14374945	16251386	1747	-0.2772
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	16251424	16251439	3	-3.9887
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	16251453	17843128	1508	-0.2526
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	17845176	17845176	2	-4.1976
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	17845261	21156380	3052	-0.2287
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	21156913	21158339	3	-3.6397
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	21162504	25030394	2647	-0.2526
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	25030440	25040141	16	-3.5696
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	25040168	32798409	5626	-0.2712
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	32802641	32807956	7	1.7274
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	32811649	39349817	3639	-0.2999
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	39354761	39506123	58	0.4469
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	39507457	40301275	600	-0.2651
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	40302955	40304081	10	-1.2391
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	40304097	40308655	16	-3.2649
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	40312067	51511311	4283	-0.2869
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	51511374	51511771	2	-3.2352
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	51512819	57334786	3831	-0.332
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	57335884	57343083	3	-3.4543
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	57343480	63375323	4162	-0.335
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	63375933	63386640	8	-3.1521
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	63391701	82315105	11596	-0.328
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	82316025	82316787	3	-3.1119
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	82317021	99750880	10583	-0.3175
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	99756417	102297845	1342	0.8319
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	102298540	102577101	254	-0.2814
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	102585680	102689881	97	0.8087
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	102690629	102694847	8	-3.0749
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	102694889	103199125	400	0.8395
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	103199422	103472894	133	-0.3044
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	103476369	103700317	128	0.8244
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	103702938	103886282	119	-0.2819
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	103890664	104497666	428	0.8584
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	104499605	104575144	39	-0.2872
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	104585061	105054116	238	0.8064
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	105066086	105401890	206	1.1789
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	105402479	105407928	4	-0.4128
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	105410213	105690344	156	1.1027
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	105690590	106056233	249	0.7869
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	106057244	112627863	4059	0.4048
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	112636622	112643680	3	-1.9362
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	112644193	115641166	1687	0.3985
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	115641564	118786769	2065	0.5275
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	118786892	121398820	1965	0.4489
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	121399674	121399867	2	-2.3803
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	121404485	124147570	1903	0.4648
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	124150952	124156008	2	-2.4168
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	124156601	130206323	4411	0.4325
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	130209129	130213709	4	-2.1665
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	130215739	132758249	1846	0.4594
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	132758906	133272026	398	0.387
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	133272106	133277258	2	-2.4579
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	133277561	133846265	454	0.4222
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	133846301	133846557	2	-1.6589
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	133850711	134227733	352	0.4006
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	134230291	134235558	3	-1.7283
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	134236863	141304900	5985	0.3922
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	141305124	146232846	2244	0.4845
MDAMB468	X080122_SNP6.0_MDAMB468_F04	8	146233303	146266360	19	1.1375
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	36431	11184850	10913	-0.3002
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	11184921	11186016	2	-4.0451
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	11186439	43523460	21287	-0.267
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	43542723	43716915	19	-1.8453
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	43720906	44181814	35	-0.1018
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	44183431	44406980	22	0.9866
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	44409325	44806024	42	-0.9041
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	44813196	67673802	168	-0.0966
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	67675872	67675878	4	3.433
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	67675880	84256079	10625	-0.2642
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	84256168	84258845	4	-2.4849
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	84259959	88965876	3519	-0.2611
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	88965932	88966008	2	-3.0328
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	88970005	89206593	197	-0.2559
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	89208185	89208253	2	-3.3909
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	89208597	100783138	8167	-0.2356
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	100783157	106401531	3940	-0.3239
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	106403655	106403894	5	-3.7924
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	106403940	113764315	5907	-0.254
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	113764786	113764839	2	-4.2788
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	113766527	123690432	7712	-0.2673
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	123691026	123691260	2	-4.8786
MDAMB468	X080122_SNP6.0_MDAMB468_F04	9	123691611	140211216	9566	-0.2314
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	62760	4277070	3714	0.1121
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	4280815	4281017	4	3.365
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	4284071	8643232	3953	0.1082
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	8646020	8646081	2	-4.9175
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	8648697	8871711	224	0.1916
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	8872316	17380421	7044	-0.2869
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	17381027	17381570	2	-3.1854
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	17382534	26180072	6041	-0.2575
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	26180128	26181417	4	-3.2591
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	26185815	28622703	1728	-0.2791
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	28629592	28629948	2	-4.4671
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	28630411	39035207	7146	-0.2561
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	39035331	41753759	29	0.0748
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	41753822	45576788	2473	0.4075
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	45613626	45931288	6	2.2853
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	45947684	47147689	371	0.3841
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	47147732	47147809	3	-1.7942
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	47148011	47430977	56	0.4602
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	47432906	47470908	4	2.432
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	47480076	48097530	136	0.438
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	48099543	48158305	65	-0.3099
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	48160857	48283606	89	0.4952
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	48293110	48554763	16	-0.7432
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	48567025	62332617	9796	0.399
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	62332621	62333138	2	-4.7865
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	62335466	74428460	8188	0.4291
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	74428940	74429632	2	-2.3087
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	74430114	81818390	4588	0.4274
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	81819934	81821685	2	-2.5852
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	81822460	83888118	1500	0.4151
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	83890200	83890535	3	-1.589
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	83892891	85558088	1378	0.3797
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	85565461	86538549	731	0.1317
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	86538730	87017028	375	0.4022
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	87018026	87027739	3	-2.5846
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	87031197	94273349	4837	0.4146
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	94280464	106788135	7645	-0.2389
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	106788731	111379524	3467	-0.3356
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	111382240	128484855	12816	-0.2441
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	128485864	128486043	2	-3.0451
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	128486773	128987940	400	-0.2981
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	128988022	128997173	3	-5.5812
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	129000532	129138470	141	-0.2726
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	129138542	129138632	3	-3.1587
MDAMB468	X080122_SNP6.0_MDAMB468_F04	10	129145826	135356695	4577	-0.2792
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	188510	659455	167	-0.2411
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	661523	682908	14	-3.42
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	699861	3251844	1158	-0.1816
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	3259090	3320342	4	-2.3072
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	3320422	4924693	1236	-0.2677
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	4925087	4932834	27	0.4574
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	4932849	5743982	828	-0.28
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	5744657	5765716	24	-2.5375
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	5765915	9085095	2484	-0.2757
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	9088048	9089628	2	-3.7021
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	9090191	15674481	4988	-0.2473
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	15676336	15676753	2	-3.4239
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	15680692	22116859	5160	-0.2732
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	22118351	22500673	258	-0.0366
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	22500991	23516642	813	-0.3438
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	23518924	23520451	4	-2.5437
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	23520905	25918675	1738	-0.3209
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	25919584	26661886	620	0.8919
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	26666423	30121964	2147	0.6544
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	30128415	30136886	30	-0.1071
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	30137020	33756247	2423	0.6566
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	33757109	38816229	3998	0.4852
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	38816598	41101129	1523	-0.3411
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	41101156	41104572	2	-3.0837
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	41104707	41769591	484	-0.2965
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	41771130	41771154	2	-4.0309
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	41771408	42202554	315	-0.3126
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	42207074	44393874	1601	0.4061
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	44394143	46392247	1381	0.1894
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	46396176	46396647	2	-3.6808
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	46399102	55117987	2212	0.1385
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	55118008	55201444	55	0.6257
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	55201565	55291175	68	0.1291
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	55291884	55295841	3	-2.3345
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	55295991	60517547	3278	0.1607
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	60517897	76247231	8067	0.2203
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	76247708	77241967	506	0.1617
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	77246248	77255494	4	-1.6336
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	77255512	77280193	15	0.2506
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	77283402	77287791	4	-1.6472
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	77289516	79088367	1384	0.1509
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	79091568	79091716	2	-2.836
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	79091879	79648752	407	0.1205
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	79650581	79661247	24	-1.0495
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	79662364	80543154	690	0.1058
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	80547952	80564733	53	-0.3714
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	80569005	90206161	6563	0.1373
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	90208605	90210687	3	-2.7892
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	90211812	90401465	138	0.212
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	90402201	90617150	149	0.3573
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	90620872	95331301	3407	-0.8902
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	95334426	101053829	4524	0.1482
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	101054630	101061690	2	3.2861
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	101062459	103230243	1509	0.1908
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	103230542	104834551	1204	0.0613
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	104846834	104849214	2	-2.2884
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	104851268	113735472	6015	0.1399
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	113736465	113736779	2	-3.1571
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	113737646	115301880	1131	0.1079
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	115303820	130748089	11667	0.1715
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	130749878	134114604	2728	0.1114
MDAMB468	X080122_SNP6.0_MDAMB468_F04	11	134114768	134114777	2	-3.3752
