source	CELLLINES_Basal	CELLLINES_Basal_Rank	CELLLINES_Claudin-low	CELLLINES_Claudin-low_Rank	CELLLINES_ERBB2AMP	CELLLINES_ERBB2AMP_Rank	CELLLINES_Luminal	CELLLINES_Luminal_Rank	TCGA_Basal	TCGA_Basal_Rank	TCGA_ERBB2AMP	TCGA_ERBB2AMP_Rank	TCGA_Luminal	TCGA_Luminal_Rank	BOTH_Basal	BOTH_Luminal	BOTH_ERBB2
ASIP	0.432744983	950	2.052915174	111	-0.187470628	1366	2.868817539	33	-3.109872756	2248	-3.107881863	2454	-3.182917455	2166	1599	1099.5	1910
Laminin/LAMR1 (complex);RPSA	3.259458062	31	0.875931849	504	-1.194070709	2406	-0.395790385	1681	-0.609150358	1629	-0.021927758	1414	0.160179192	991	830	1336	1910
F XIIa_0-0;KLKB1_0-0	0.203013131	1089	-0.767357802	1879	-0.269964616	1506	0.337967942	1062	-3.58608795	2309	-1.923045797	2315	3.119538754	193	1699	627.5	1910.5
activation of caspase activity (abstract)	2.056572052	164	1.166054756	350	-0.419650855	1754	-0.848862454	1980	-2.840532663	2208	-1.184051723	2067	1.755766776	458	1186	1219	1910.5
CDON	3.276828795	29	-0.033593875	1241	-0.201779005	1388	0.848321193	633	-0.553041848	1615	-2.793977028	2434	-0.083281203	1095	822	864	1911
HTT	0.416699314	960	-1.778014546	2306	-0.471062002	1835	-0.704662726	1891	-0.500235715	1593	-1.007357219	1987	0.933444674	716	1276.5	1303.5	1911
HAND1	-0.595743135	1600	0.084133507	1140	-0.614351852	2018	1.205919985	421	-6.355454747	2465	-0.647729847	1806	3.801237612	116	2032.5	268.5	1912
TSG101	0.169004101	1116	-1.863778325	2328	-0.332716677	1619	-0.061431441	1410	-2.420365988	2124	-1.547683711	2205	3.482554117	145	1620	777.5	1912
KRT19	-1.553487032	2072	-0.874584945	1940	-0.195009161	1378	0.43267748	979	-0.995909204	1762	-2.983748498	2449	3.618884077	139	1917	559	1913.5
HHIP;pancreas development (abstract)	-0.793332836	1709	0.198013456	1029	-0.257718626	1493	0.614117991	815	-1.144807217	1797	-2.016770765	2339	1.624149225	501	1753	658	1916
RBBP4	0.404657058	967	1.523762416	218	-0.435180217	1780	-0.576383814	1805	3.228268488	340	-1.151753063	2053	-2.393755392	1940	653.5	1872.5	1916.5
CDK2/CYCLIN E/PCNA (complex);Cyclin A-E1/CDK1-2 (complex);Cyclin D1/CDK4 (complex);Rb-E2F:DP-1 complex (complex);TAF1;RB1 (cleaved)_0-0;negative regulation of cell cycle (abstract);NF-Y (complex);RB1;SP3	-0.578733126	1592	-1.071677342	2053	-0.235988575	1460	0.887349679	608	-0.831712491	1709	-2.233388668	2374	2.339610634	327	1650.5	467.5	1917
JAG1;NOTCH1/Jagged 1 (complex)	-0.519495619	1556	0.225734218	996	-0.819705082	2215	-0.223897088	1546	-2.043484483	2037	-0.33820768	1620	2.318341758	331	1796.5	938.5	1917.5
SIN3A	0.766761405	717	1.28882023	309	-0.360621851	1656	-0.43330794	1710	-1.072017779	1782	-1.453358116	2179	0.988150906	696	1249.5	1203	1917.5
RASGRF2	-2.611313501	2328	0.22860455	992	-0.4773288	1844	0.708483341	745	-8.734534367	2498	-1.029262883	1994	5.727107228	22	2413	383.5	1919
EGF:Phospho-EGFR (Y1045) dimer:CBL:Cool/Pix:CDC42-GTP (complex)	1.915074597	201	3.997431992	15	-0.395996684	1724	-2.505733488	2437	-1.310457693	1854	-1.310388235	2116	-1.312923816	1578	1027.5	2007.5	1920
NTRK2	2.054376167	165	0.938064829	466	-0.286214904	1540	-0.09415166	1438	1.079900674	1021	-1.875915483	2301	-1.2375368	1550	593	1494	1920.5
inflammatory response (abstract)	1.455116312	359	1.858009346	144	-0.870790964	2262	-1.251191598	2175	3.265423482	329	-0.287490137	1579	-3.141625674	2153	344	2164	1920.5
MAPK9;MAP2K7;PAK1 (complex);KLEIP;WAVE1/Sra1/Nap1/HSPC300/ABI2 (complex);tube morphogenesis (abstract)	-1.238351231	1940	0.663685613	642	-0.18923079	1370	-0.57302181	1800	-3.94573572	2345	-3.484186907	2472	2.328466212	328	2142.5	1064	1921
FAS L/FAS (complex);FASL:FAS Receptor monomer (complex)	-3.624845216	2423	-0.722546632	1848	-0.260247018	1496	-1.105745085	2108	0.717383679	1172	-2.08423582	2349	2.156019439	356	1797.5	1232	1922.5
LIG4	1.971280265	188	-0.137849679	1345	-0.558692819	1955	-0.299285327	1597	1.512515496	855	-0.805186419	1891	-1.199874862	1536	521.5	1566.5	1923
IGF:IGFBP-3:ALS Complex (complex)	-0.50173537	1547	-1.727364647	2287	-1.712701782	2499	-1.350632128	2208	-0.154072659	1476	0.087122786	1349	1.957518089	393	1511.5	1300.5	1924
EGFR;CTSD;Cathepsin D/ceramide (complex);BTG2;HOXB9;CCNG1;Cyclin G1/PP2A-Bprime (complex);IGFBP3;HGF;BCL2L14;AIFM2;CASP1;FAS;FAS (trimer) (complex);CD82;BLIMP1;VDR;TYRP1;RFWD2;STEAP3;PML;mTORC1/PRAS40/DEPTOR/PML (complex);TNFRSF10C;ATF3;DUSP5;maspin;MSH2	0.981310236	607	-3.570838749	2485	-1.13352169	2382	-2.845954099	2469	1.829927266	744	-0.105266155	1473	-0.705661301	1320	675.5	1894.5	1927.5
ProANF;TGF-beta	1.281560421	448	5.476414563	2	-1.13355592	2383	-1.472423787	2250	2.350947642	568	-0.108114183	1475	-1.92259568	1784	508	2017	1929
OCLN	-3.654457492	2429	-1.955803052	2342	-0.302490582	1570	2.477420139	65	-10.02450643	2505	-1.842736205	2289	6.447679724	13	2467	39	1929.5
SETDB1	0.263831741	1052	-1.470173064	2212	-0.540417755	1932	1.822136537	178	1.548290003	841	-0.897076567	1931	0.037933855	1043	946.5	610.5	1931.5
LRDD	0.810664402	685	-1.625282214	2265	-0.508570041	1894	-2.270703395	2410	-0.63056591	1636	-0.989137441	1971	1.393879933	564	1160.5	1487	1932.5
Telomerase RNP (complex);Telomerase RNP Bound to the Telomeric Chromosome End (complex)	1.270335005	456	0.015570214	1204	-0.72404438	2136	-0.843548373	1978	0.57917032	1231	-0.540641479	1737	0.796332662	754	843.5	1366	1936.5
EIF3E	2.273715655	125	0.652927129	653	-0.425727403	1764	-0.750850806	1924	3.183051388	351	-1.289537693	2109	-1.786292288	1743	238	1833.5	1936.5
Telomerase RNP:Telomeric Chromosome End with an Additional single Stranded Telomere repeat (complex)	1.232039602	482	0.430128113	826	-0.537745465	1931	-0.327331589	1616	-0.513563543	1601	-0.917148506	1943	0.490088641	874	1041.5	1245	1937
NT-4/5 (dimer)/TRKB (complex);NT3 (dimer)/TRKB (complex)	1.103874095	544	0.734316926	595	-0.240163162	1469	0.552589372	876	0.408429064	1287	-2.482599828	2409	-0.403492041	1203	915.5	1039.5	1939
Telomerase/EST1A (complex)	0.200257921	1091	1.407552917	256	-0.733506102	2141	-1.103192007	2107	-1.524005495	1924	-0.552651505	1741	1.447256846	546	1507.5	1326.5	1941
ARD1A	2.2675268	128	1.318049689	297	-0.391485491	1717	0.341371368	1058	-0.742242958	1676	-1.458127315	2182	-1.908059548	1782	902	1420	1949.5
GAS2 (cleaved)_0-0;Gas2 (cleaved)	-0.455451397	1518	-0.081879459	1284	-0.487850377	1859	0.587910695	840	1.755257925	773	-1.12586277	2042	-0.507994761	1245	1145.5	1042.5	1950.5
MET	1.859265611	217	1.341055525	286	-0.807874675	2202	-1.673786793	2315	4.940181852	84	-0.458578808	1700	-3.718301009	2279	150.5	2297	1951
CNO	-2.653500363	2333	0.038071658	1183	-0.228794636	1449	1.546560036	268	-4.055584039	2356	-3.111407583	2455	3.2710853	171	2344.5	219.5	1952
DNAJB6	0.447641557	940	1.29820729	304	-0.221877755	1435	0.681367382	765	1.50524709	864	-3.404510447	2470	-0.756564706	1334	902	1049.5	1952.5
IGF:IGFBP-2 Complex (complex);IGFBP2	-0.832301383	1729	-0.52236829	1698	-0.797342069	2192	1.769042443	189	-0.044454278	1436	-0.484284257	1714	0.664989897	796	1582.5	492.5	1953
Syndecan-2/GM-CSF (complex)	1.006420176	601	-0.558285286	1730	-0.751496314	2153	0.939866166	572	0.05914119	1410	-0.565948705	1753	0.083338175	1028	1005.5	800	1953
KCNIP4;DKK4;FGF4;CACNA1G;LEF1/beta catenin (complex);CDX4;COX2;keratin1;prostaglandin biosynthetic process (abstract);SP5;SALL4	-2.064196142	2224	0.453202031	811	-0.875304578	2268	-0.360555779	1647	-1.193945829	1811	-0.359820312	1638	2.533450887	288	2017.5	967.5	1953
urokinase plasminogen activator (one-chain):uPAR (complex)	-0.684954053	1645	-0.769267465	1880	-1.439131564	2464	-1.941429238	2368	4.446057282	136	-0.077586684	1455	1.364740804	574	890.5	1471	1959.5
p53 (tetramer) (complex)	1.428265996	370	-1.175879041	2097	-1.110884605	2373	-2.363002958	2417	2.657656592	479	-0.241066768	1550	-1.6259086	1680	424.5	2048.5	1961.5
HSPA1A;ubiquitin/p53/E2 (complex)	1.059480527	563	-0.528057158	1706	-0.323921203	1604	0.014247779	1341	0.161940921	1368	-1.937817363	2320	2.062045538	378	965.5	859.5	1962
RPA1	0.8115044	681	0.458101421	806	-0.260457744	1497	-1.502705603	2265	3.133398141	358	-2.741250149	2429	-0.782612362	1344	519.5	1804.5	1963
EDNRA	-1.45127344	2037	0.056559438	1165	-0.296908107	1563	1.821672025	179	-3.672856361	2317	-2.183523971	2365	2.895392833	231	2177	205	1964
TNF-alpha/TNF R1/SODD (complex);TNF/TNF R/SODD (complex);TNFR1A/BAG4/TNF-alpha (complex)	-0.312273796	1445	-1.236555706	2129	-0.605454081	2003	0.025968941	1332	3.693159802	245	-0.883803747	1925	-1.43811178	1623	845	1477.5	1964
FGF7;kidney development (abstract)	-0.348927089	1468	-0.028262051	1237	-1.118149003	2374	2.157453097	112	-1.14965135	1799	-0.254065423	1557	0.224603199	967	1633.5	539.5	1965.5
PTMA	1.874903812	208	3.396138104	20	-0.799775306	2193	-2.246769385	2409	5.877883209	46	-0.543862778	1738	-5.328181358	2465	127	2437	1965.5
CCND1	0.42605889	955	-0.930830927	1979	-0.428768656	1768	-1.721083177	2327	-0.099457715	1459	-1.440903503	2171	1.124722863	646	1207	1486.5	1969.5
WNT3A/FZD8/LRP6/PRR (complex)	0.159622767	1119	-0.105024068	1307	-0.635982192	2047	-0.767374194	1935	5.14873375	73	-0.813914776	1895	-1.573224896	1659	596	1797	1971
ETV4	0.514955221	890	0.198098277	1028	-1.480903754	2471	-1.350142053	2206	-1.619124563	1949	-0.106913321	1474	1.947855932	396	1419.5	1301	1972.5
Nrf2/Keap1 (complex)	3.110980614	39	1.411275668	254	-0.769451505	2169	-2.157440147	2402	1.525754501	849	-0.601332338	1776	-1.184869647	1527	444	1964.5	1972.5
HMGB1	0.956119374	618	0.233066284	984	-0.841324758	2242	0.000440138	1358	0.906466825	1097	-0.473441004	1707	-0.348215951	1174	857.5	1266	1974.5
LINGO1	-0.647209666	1627	-0.641272298	1796	-0.500981904	1880	-0.095534519	1441	0.888574717	1106	-1.202754308	2076	0.983998932	699	1366.5	1070	1978
TGM2	-0.285099532	1426	1.106047165	384	-0.326251236	1606	0.379451325	1019	-3.593198315	2310	-2.114013434	2356	2.967255109	217	1868	618	1981
KEAP1	1.777979445	240	0.987527036	436	-0.870096103	2260	-2.480304054	2436	0.323471286	1314	-0.460158374	1702	1.028233553	680	777	1558	1981
G-alpha-i/G-beta/G-gamma (complex);GNAI1	-0.542648891	1570	1.058411968	409	-0.610088663	2011	1.142121404	461	4.583739761	118	-0.938626517	1954	-3.541446635	2241	844	1351	1982.5
TUB	0.538973233	868	-0.813245286	1901	-0.349175413	1642	-0.582349582	1813	0.208077171	1354	-1.961638245	2324	1.843934853	423	1111	1118	1983
M-CSF/CSF1R (complex)	0.708285698	758	2.226250925	91	-0.376981026	1692	0.297630455	1086	1.66682911	797	-1.797440891	2278	-0.977483323	1423	777.5	1254.5	1985
DUSP1;ERK1-2	1.005481338	603	0.115637991	1118	-0.531128598	1918	-3.686831674	2507	0.373586846	1297	-1.156727687	2056	-0.377890201	1186	950	1846.5	1987
ETS1	-0.132106071	1326	1.31915653	295	-0.284454074	1537	-1.500740944	2264	1.505686246	863	-2.946919795	2446	-0.552549107	1267	1094.5	1765.5	1991.5
TNS1	-0.984232608	1809	0.489189769	790	-0.658420457	2062	1.419400298	318	2.239293312	611	-0.881068051	1923	-1.484197874	1632	1210	975	1992.5
WNT2/FZD9/LRP6 (complex)	1.148879328	523	-0.267768639	1461	-0.625624752	2034	0.429214258	981	4.546765825	125	-0.929172733	1951	-2.657111656	2014	324	1497.5	1992.5
RELA/p50/ATF-2/IRF/c-JUN/HMG1 (complex);RELA/p50/ATF-2/IRF/c-JUN/HMG1/PCAF (complex)	1.352961488	410	1.928458634	132	-1.641994571	2491	-1.305064737	2196	2.454305747	528	-0.154244136	1497	-1.842321429	1760	469	1978	1994
RAD50:MRE11 complex (complex)	-1.550219175	2071	0.779276425	565	-0.504133277	1888	0.675556177	771	-3.457129996	2292	-1.277564378	2102	2.667418676	265	2181.5	518	1995
SHF	0.627303056	812	-0.021968707	1230	-0.524720594	1914	0.863584133	620	-1.133378506	1795	-1.208068442	2078	1.101158145	654	1303.5	637	1996
NPPA_0-0	-0.499495981	1545	2.556590379	55	-0.682258118	2087	-0.464450654	1734	-0.264038003	1515	-0.837465098	1906	1.0759286	664	1530	1199	1996.5
Syndecan-2/Synbindin (complex)	1.71821342	260	-0.142076212	1350	-0.523297588	1912	0.820068298	661	0.926110637	1083	-1.214080051	2082	-0.900897862	1392	671.5	1026.5	1997
DKK2/LRP6/KRM2 (complex)	-2.133463402	2243	-0.819780386	1904	-0.621288662	2029	-1.178862236	2147	0.74740438	1162	-0.968503988	1965	2.65355301	267	1702.5	1207	1997
XRCC5	-1.663308051	2109	1.686666978	181	-1.163391839	2396	0.115099352	1259	1.526062249	847	-0.316015425	1600	-0.592361242	1284	1478	1271.5	1998
EHMT2	2.46474557	96	0.364159197	880	-0.824760845	2223	0.372805466	1023	4.637042714	113	-0.597419198	1774	-2.726552083	2041	104.5	1532	1998.5
CDC25C;phospho-Cdc25C:14-3-3 protein complex (complex)	-0.267976782	1415	0.208599186	1017	-0.998583762	2325	0.863632667	619	-1.204160962	1815	-0.418962895	1673	1.745375443	461	1615	540	1999
TP53BP1	0.044428447	1202	0.416070417	838	-0.516512306	1905	1.487538378	292	-2.624583417	2174	-1.271122065	2100	1.897970618	410	1688	351	2002.5
PTPRM	3.726302251	15	2.83085223	38	-0.439214483	1788	-3.072620549	2478	-0.065646465	1443	-1.576263806	2221	0.374320884	912	729	1695	2004.5
TCF4E/beta catenin/BCL9 (complex)	-2.637632001	2331	-0.856949939	1932	-0.382869746	1703	-0.788508858	1945	-1.176333752	1805	-1.911098375	2311	2.720218688	252	2068	1098.5	2007
Phospho-R-SMAD:CO-SMAD:SKI complex (complex);Phospho-r-SMAD1/5/8:Co-SMAD:SKI (complex)	0.432070021	951	0.524840004	754	-1.211571655	2413	-2.055399777	2385	3.622880805	259	-0.320632552	1603	-1.348865375	1593	605	1989	2008
SMARCD3	-0.388899241	1488	1.375997118	270	-1.320093674	2438	0.413535583	993	-1.578886445	1940	-0.294509034	1583	0.549670337	850	1714	921.5	2010.5
C13orf15	2.099699942	155	-0.535572974	1715	-0.60223251	2000	0.565417877	868	2.221044411	615	-1.078585934	2022	-2.159196934	1866	385	1367	2011
MYC	0.740010838	730	1.288255791	310	-0.557014287	1950	0.130872608	1244	4.225430494	157	-1.201302589	2075	-3.302416231	2195	443.5	1719.5	2012.5
RAD52;RAD52:DNA double-strand break (complex)	0.460955161	930	-0.243603249	1438	-0.75651077	2158	0.220565778	1162	2.331073989	575	-0.780969939	1873	-0.249946473	1140	752.5	1151	2015.5
GLRX	-3.238830615	2393	0.134872132	1100	-0.576844555	1978	0.892857265	602	-5.136890849	2426	-1.160297902	2060	4.712669419	62	2409.5	332	2019
IHH N/Hhip (complex)	-1.204688496	1927	0.835253254	533	-0.557831387	1952	0.92900099	577	-0.24948679	1510	-1.247256684	2089	0.652777653	801	1718.5	689	2020.5
IL27RA	7.319352727	2	2.09094889	104	-1.615735833	2487	-1.208571867	2161	4.882256633	91	-0.249963182	1554	-3.897846656	2315	46.5	2238	2020.5
STX1A/SNAP25/VAMP2 (complex)	-2.243703515	2263	1.214114521	340	-0.465072856	1825	-0.156364947	1492	-0.723472173	1674	-1.574332142	2220	1.62420896	500	1968.5	996	2022.5
EPB41	0.178338393	1105	0.208411519	1019	-0.913513111	2285	0.567062595	866	2.394611563	554	-0.581684032	1760	-1.585208799	1665	829.5	1265.5	2022.5
EIF1	-1.433793318	2026	0.04465539	1175	-0.638372479	2050	-0.011440852	1368	-2.51802905	2152	-1.031503181	1997	3.378472473	159	2089	763.5	2023.5
RPS6KB1	1.031736734	591	2.330297076	79	-1.421840981	2461	-0.159542008	1495	-3.39235755	2283	-0.302474257	1590	1.679774307	486	1437	990.5	2025.5
IGF:IGFBP-5:ALS Complex (complex)	-4.842158521	2475	-1.182346076	2101	-0.617599914	2022	1.582585659	246	-3.987374579	2351	-1.100994114	2030	5.153413115	41	2413	143.5	2026
Integrin alpha IIb beta 3:Thrombospondin complex (complex);THBS1	0.732753152	737	0.228914308	988	-0.896141954	2276	0.308409304	1079	-4.922524331	2415	-0.601556972	1777	2.728409196	250	1576	664.5	2026.5
HIV-1/VIF/gag-pol/env (complex)	0.463082399	929	0.650307871	657	-1.199054515	2408	-1.514449497	2269	0.760563276	1155	-0.37183315	1646	1.632162271	495	1042	1382	2027
TNFRSF13B	1.278879989	451	0.56829222	714	-0.556947468	1949	-0.756148362	1928	-1.281241613	1843	-1.286976221	2107	1.118786924	648	1147	1288	2028
AXIN2	-1.184644426	1916	0.984916647	440	-0.332681783	1618	-1.019347322	2075	-5.163379602	2427	-2.861267208	2440	3.072313197	201	2171.5	1138	2029
CREB1;phospho-CREB dimer (complex)	-0.842072665	1735	-0.337001451	1523	-0.367880706	1670	0.464652774	957	-0.745788387	1680	-2.343064923	2390	1.281350524	597	1707.5	777	2030
Syndecan-2/TACI (complex);calcineurin-NFAT signaling pathway (abstract)	1.09034088	550	-0.025173932	1234	-0.483483165	1854	0.29529747	1089	2.056220362	669	-1.549599693	2206	-0.567821559	1274	609.5	1181.5	2030
LIS1/NudC/Dynein intermediate chain/microtubule organizing center (complex)	0.521341701	887	2.056699971	110	-0.834425752	2232	-4.987929841	2516	1.000281525	1052	-0.695116354	1828	1.439154282	547	969.5	1531.5	2030
determination of left/right symmetry (abstract)	1.202429857	499	-0.337597333	1525	-0.46499732	1824	2.345509629	86	4.152340386	167	-1.623198766	2238	-2.399826543	1942	333	1014	2031
DISP1	-0.782327144	1701	0.94172361	463	-0.831478387	2228	-0.619440618	1843	-2.315659829	2106	-0.704776113	1834	2.489730345	300	1903.5	1071.5	2031
CAD;HSPD1	1.535823499	325	2.760095676	45	-0.775139617	2177	-1.432327157	2240	4.923688415	87	-0.792428322	1885	-4.835633802	2442	206	2341	2031
AR/GR (complex);Dexamethasone/glucocorticoid receptor (complex);Dexamethasone/glucocorticoid receptor/Dexamethasone/glucocorticoid receptor (complex);NR3C1;glucocorticoid/glucocorticoid receptor (complex);cortisol/glucocorticoid receptor (complex);cortisol/glucocorticoid receptor/cortisol/glucocorticoid receptor (complex);RELA/p50 (complex);glucocorticoid/glucocorticoid receptor/glucocorticoid/glucocorticoid receptor (complex);immune response (abstract);negative regulation of cell adhesion (abstract);TFFs/ErbB1/ERBB2 (complex);TFFs;glucocorticoid/glucocorticoid receptor/glucocorticoid/glucocorticoid receptor/hSWI/SNF (complex)	1.038607573	584	4.272565939	12	-1.079361063	2364	-2.151567014	2400	1.646662988	803	-0.458445219	1699	-1.868842877	1772	693.5	2086	2031.5
NKX2-5	0.911376967	645	1.796101687	158	-0.664620376	2067	0.133421431	1241	-2.218102139	2080	-1.031966158	1998	1.112015345	651	1362.5	946	2032.5
DNAJC8	1.077722003	555	1.973075842	124	-1.642528145	2492	-1.044389107	2085	1.391334221	907	-0.282494502	1574	-1.142226154	1499	731	1792	2033
GLS	1.8486211	221	2.377591574	74	-0.501117007	1881	-0.856960551	1984	3.829133261	220	-1.47850269	2187	-3.617132048	2261	220.5	2122.5	2034
OBSCN	1.230722833	484	-0.889701418	1952	-0.364595151	1665	-1.025587914	2079	2.143138726	643	-2.476734366	2407	0.477726286	881	563.5	1480	2036
BCL9	-0.257339288	1408	-2.421910282	2423	-0.429510991	1770	1.300399053	370	0.17216735	1366	-1.899412847	2306	1.874446297	415	1387	392.5	2038
DOK6	-1.430026111	2025	-0.88605933	1949	-0.795511537	2191	0.055545073	1296	-1.865070727	2004	-0.798464532	1888	3.15516251	186	2014.5	741	2039.5
IHH N/PTCH1 (complex)	1.262225816	462	0.97865404	445	-1.12474804	2375	0.863692208	618	1.283381376	950	-0.477604444	1711	-2.067478974	1834	706	1226	2043
STAT4 (dimer) (complex);T-helper 1 cell differentiation (abstract)	-0.919581318	1774	-0.429204871	1616	-0.482422663	1853	0.804515709	671	-0.313569331	1528	-1.608571494	2234	1.530184822	527	1651	599	2043.5
WDR1	-2.301642356	2272	-1.796752791	2315	-0.440571734	1791	0.383835697	1016	-3.607016806	2311	-1.869602511	2297	4.45724269	75	2291.5	545.5	2044
GRK4	-3.344759271	2400	-1.810666642	2320	-0.371610726	1679	1.740628824	195	-5.084730066	2423	-2.509786381	2411	5.239612989	35	2411.5	115	2045
PTGS2	1.400344478	381	0.121679265	1111	-0.316130187	1595	-1.507474474	2267	3.973154264	191	-4.214409035	2498	-1.733520216	1724	286	1995.5	2046.5
THBD	-1.34740102	1992	-0.254221825	1450	-0.668713466	2071	2.111419573	118	-2.011159648	2029	-1.08010119	2023	1.737698998	465	2010.5	291.5	2047
G beta/gamma/HDAC5 (complex)	-0.968119275	1801	-1.286705932	2154	-0.488995375	1861	0.549707911	878	0.509787887	1260	-1.603211878	2233	1.640395705	494	1530.5	686	2047
COL1A2	-2.560560945	2312	0.759461462	575	-0.549486158	1942	-0.278227161	1583	-0.713910201	1669	-1.39023287	2153	2.156832025	355	1990.5	969	2047.5
LEF1/beta catenin/PITX2 (complex)	-1.455430188	2038	0.726718643	598	-0.90443342	2280	-0.198253523	1532	-0.607711016	1628	-0.665464683	1816	1.625541364	499	1833	1015.5	2048
SMAD3/SMAD4/TFE3 (complex)	0.559657315	853	2.82337116	39	-0.723610989	2134	-3.035348541	2475	3.29646556	320	-0.962770267	1962	-2.234244352	1896	586.5	2185.5	2048
LMAN1	-2.367717878	2286	0.065649065	1154	-0.810279011	2204	-1.038727028	2082	1.58927747	822	-0.812523236	1893	1.360249598	577	1554	1329.5	2048.5
ERM/c-JUN (complex)	1.016002503	596	0.029550295	1189	-0.572087186	1971	-1.589780231	2288	3.240854578	336	-1.350212956	2136	-2.137874569	1858	466	2073	2053.5
NCK/PIR/Abl2/Nap (complex);NCK1	1.734933512	254	0.570469504	713	-1.027340133	2341	0.112853412	1261	2.751714306	459	-0.595629429	1771	-2.115654866	1850	356.5	1555.5	2056
Myb/CYP-40 (complex)	0.431718031	952	0.203436074	1024	-0.396045268	1725	-2.017631618	2376	0.882881368	1108	-2.35491999	2393	0.357956919	915	1030	1645.5	2059
BDP1	-4.293087637	2458	-1.083357988	2058	-0.772508492	2173	1.415735363	321	-6.162516534	2458	-0.921359303	1946	5.107453541	44	2458	182.5	2059.5
P2RY12;P2Y12 receptor:ADP (complex)	0.043150506	1205	-0.422344037	1608	-0.511995792	1898	0.594624964	833	-0.206544021	1493	-1.580941126	2224	1.489774212	532	1349	682.5	2061
LRP6	1.064312943	560	0.071990823	1149	-0.479414261	1846	-0.672998134	1870	4.383535652	144	-1.793905869	2277	-0.963616712	1411	352	1640.5	2061.5
BRCA1/CTIP (complex)	1.626246964	291	1.348753307	281	-0.491127691	1865	0.093319139	1270	4.439925009	137	-1.716434268	2259	-4.267817451	2386	214	1828	2062
FST	-0.773284766	1692	0.607117003	687	-1.310501322	2434	0.204872837	1179	-6.511925669	2469	-0.44733004	1691	4.364787201	84	2080.5	631.5	2062.5
POLR1D	2.507714863	90	0.215061137	1009	-0.531820408	1921	-1.596893607	2289	-0.643524094	1640	-1.557034724	2211	1.416828435	559	865	1424	2066
KIF3A	-1.602091903	2093	-0.358065003	1541	-0.718107873	2130	1.817926357	181	-6.459065112	2466	-1.051542027	2007	4.567193727	70	2279.5	125.5	2068.5
UCHL1	0.004470395	1235	0.043315982	1177	-0.383274378	1704	-0.461433661	1732	-0.633596563	1637	-2.788129918	2433	2.65228518	268	1436	1000	2068.5
GTF3C3	1.051478654	572	1.005107871	429	-0.588965631	1987	-0.144106562	1482	2.821418158	444	-1.386147879	2150	-1.949833444	1795	508	1638.5	2068.5
CBP/CREB/CREB (complex)	-2.313145779	2275	-0.822997649	1907	-0.531673511	1920	0.375347893	1022	-2.048382563	2039	-1.577207278	2222	3.842900637	115	2157	568.5	2071
BCL6;T-helper 2 cell differentiation (abstract)	0.524140306	884	-7.238050495	2515	-0.511595015	1897	0.748404942	720	0.529304509	1247	-1.649700486	2247	0.766119106	765	1065.5	742.5	2072
TCF4	-1.871757461	2178	0.798348746	548	-1.044824855	2352	-3.140161051	2482	-0.486571326	1587	-0.623269799	1794	2.71020924	254	1882.5	1368	2073
GFRA1	-2.341273694	2279	-0.311351424	1503	-1.086869027	2369	0.622066178	808	-4.431794013	2388	-0.603797518	1778	4.53020103	71	2333.5	439.5	2073.5
LRP6/FZD8/SOST (complex)	-0.54521616	1572	-1.4369536	2201	-1.278324829	2426	-0.056398121	1405	1.372645062	916	-0.503918026	1723	1.23592552	613	1244	1009	2074.5
CTBP1	-1.118578361	1881	-1.580812645	2252	-0.586160806	1985	1.500271146	284	-3.49712891	2298	-1.428775143	2166	3.197942215	183	2089.5	233.5	2075.5
muscle cell differentiation (abstract)	0.572485471	844	-0.152443249	1359	-0.407598826	1742	-0.595682835	1825	-2.433280964	2129	-2.483959914	2410	4.293120866	87	1486.5	956	2076
YY1/SAP30/HDAC1 (complex)	-3.439832343	2407	0.736899388	593	-0.463819174	1822	0.556689429	873	-1.56617254	1936	-1.986039525	2331	2.063922847	377	2171.5	625	2076.5
DDB2	0.808101819	688	-0.52476196	1702	-1.061511084	2360	-0.909746034	2015	0.919349893	1090	-0.624024052	1795	0.007370446	1056	889	1535.5	2077.5
GINS4	0.084560801	1176	0.068758337	1152	-1.011111255	2333	0.43946027	974	3.481520324	283	-0.6861979	1825	-1.059555565	1463	729.5	1218.5	2079
ELF1;Tie2	2.632864833	71	0.110005389	1124	-0.867193316	2258	0.42291233	987	-2.132306826	2061	-0.828766709	1902	0.869647548	737	1066	862	2080
VAMP2;VAMP2 fragment 2_0-0;VAMP2 fragment 4_0-0;VAMP2 fragment 6_0-0	0.790290592	704	1.146075312	359	-0.380890376	1700	-1.646906071	2307	-2.582293146	2167	-3.217442812	2460	2.989813794	214	1435.5	1260.5	2080
CPLX1	-0.724951728	1669	-2.841226922	2461	-0.405251467	1736	1.655963045	222	-7.062696296	2480	-2.68735755	2427	5.348398276	33	2074.5	127.5	2081.5
DOK2;Tie2 and Dok-2 complex (complex)	-1.091814227	1864	0.521631583	758	-0.702466369	2107	0.035704958	1315	-0.033587578	1432	-1.165029482	2061	1.356111026	579	1648	947	2084
LIS1/IQGAP1 (complex);LIS1/Poliovirus Protein 3A (complex);PAFAH1B1	-0.529266326	1560	-0.004921914	1213	-0.831733343	2229	-3.3112074	2496	1.156586308	998	-0.914709977	1941	2.8715758	233	1279	1364.5	2085
