CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,QA,COMBINATION_ID
Calu-3,BCL2_2,Topotecan,0.1,3,0.1,1.2391499,10.38787483,3e-04,0.1,86.54416562,NA,1,BCL2_2.Topotecan
Calu-6,BCL2_2,Topotecan,0.1,3,0.036425246,3.652977,35.1180286,1,0,100,NA,1,BCL2_2.Topotecan
DMS-114,BCL2_2,Topotecan,0.1,3,0.044375744,2.0883598,0,3e-04,0.1,87.37821616,NA,1,BCL2_2.Topotecan
NCI-H1299,BCL2_2,Topotecan,0.1,3,0.019868244,2.5457407,29.95950964,1,0,100,NA,1,BCL2_2.Topotecan
NCI-H1437,BCL2_2,Topotecan,0.1,3,0.041420977,1.822416,35.17436488,3,0.2658957,66.92218065,NA,1,BCL2_2.Topotecan
NCI-H1703,BCL2_2,Topotecan,0.1,3,0.036509169,10,28.49699134,1,0,100,NA,1,BCL2_2.Topotecan
NCI-H1793,BCL2_2,Topotecan,0.3,3,0.115961031,10,42.79574042,3,1.5458846,76.25779246,NA,1,BCL2_2.Topotecan
NCI-H1975,BCL2_2,Topotecan,1,3,0.178310937,3.7779504,24.92590643,1,0,100,NA,1,BCL2_2.Topotecan
NCI-H2085,BCL2_2,Topotecan,1,3,0.112987016,1.7052314,37.35381925,3e-04,0.1,87.20187915,NA,1,BCL2_2.Topotecan
NCI-H2170,BCL2_2,Topotecan,0.1,3,0.032537551,10,29.09904841,3,10,58.60026422,NA,1,BCL2_2.Topotecan
NCI-H2228,BCL2_2,Topotecan,0.1,3,0.066830334,1.1800911,0,3,10,69.60033216,NA,1,BCL2_2.Topotecan
NCI-H226,BCL2_2,Topotecan,0.3,3,0.060488136,1.0789294,0,3,1.9147671,48.18507039,NA,1,BCL2_2.Topotecan
NCI-H2291,BCL2_2,Topotecan,0.3,3,0.112438869,2.5867442,48.42613545,3,10,93.00017602,NA,1,BCL2_2.Topotecan
NCI-H23,BCL2_2,Topotecan,0.1,3,0.029351763,10,61.39975916,0.043904044,1.0830784,90.77005763,NA,1,BCL2_2.Topotecan
NCI-H3122,BCL2_2,Topotecan,0.1,3,0.026635879,2.0171512,0,1,0,100,NA,1,BCL2_2.Topotecan
NCI-H358,BCL2_2,Topotecan,0.1,3,0.031289711,2.7721249,33.96372852,1,0,100,NA,1,BCL2_2.Topotecan
NCI-H520,BCL2_2,Topotecan,0.03,3,0.010562646,10,45.69840314,1,0,100,NA,1,BCL2_2.Topotecan
SW900,BCL2_2,Topotecan,0.1,3,0.078305075,1.1108567,0,3,0.1473443,88.19468512,NA,1,BCL2_2.Topotecan
BT-474,AKT,AKT_PIK3C,1,1,0.011102992,1.2958229,92.79057503,0.16138127,1.1112241,0,NA,1,AKT.AKT_PIK3C
CAMA-1,AKT,AKT_PIK3C,1,1,1,0,100,0.110223832,1.978525,32.05969085,NA,1,AKT.AKT_PIK3C
HCC1500,AKT,AKT_PIK3C,1,1,0.296856436,10,90.49994321,1,0.9323331,45.02233072,NA,1,AKT.AKT_PIK3C
MDA-MB-361,AKT,AKT_PIK3C,1,1,1,0,100,0.223397713,2.3341119,33.19999506,NA,1,AKT.AKT_PIK3C
T47D,AKT,AKT_PIK3C,1,1,1,0,100,0.109397271,10,42.29888764,NA,1,AKT.AKT_PIK3C
BT-474,AKT,Azacytidine,1,1,0.280386423,10,73.59991411,0.136174508,1.2989308,6.03029307,NA,1,AKT.Azacytidine
CAMA-1,AKT,Azacytidine,1,1,0.109815421,10,89.70000562,0.170927727,2.4654841,30.42698181,NA,1,AKT.Azacytidine
HCC1500,AKT,Azacytidine,1,1,1,0.7217749,74.1029007,0.41244162,1.0255824,60.86621067,NA,1,AKT.Azacytidine
MCF7,AKT,Azacytidine,1,1,0.503528484,1.9382752,77.74105292,0.317198253,10,64.29961795,NA,1,AKT.Azacytidine
MDA-MB-361,AKT,Azacytidine,1,1,1,0,100,0.217659289,1.736145,27.58039165,NA,1,AKT.Azacytidine
T47D,AKT,Azacytidine,1,1,1,10,94.40013691,0.104051882,10,39.79922385,NA,1,AKT.Azacytidine
UACC-812,AKT,Azacytidine,1,1,1,0.4052377,77.28366055,0.051365609,2.8453757,94.88373506,NA,1,AKT.Azacytidine
BT-474,AKT,BRAF_VEGFR2,1,1,0.116584232,10,71.7990936,0.142038653,1.6951023,10.24171056,NA,1,AKT.BRAF_VEGFR2
CAMA-1,AKT,BRAF_VEGFR2,1,1,0.101303972,10,89.9499807,0.188083066,1.43312,26.79656178,NA,1,AKT.BRAF_VEGFR2
HCC1500,AKT,BRAF_VEGFR2,1,1,0.359527995,1.085846,26.37384267,1,1.1812284,33.64073267,NA,1,AKT.BRAF_VEGFR2
T47D,AKT,BRAF_VEGFR2,1,1,0.200578006,10,87.28874812,0.108513892,10,41.24894685,NA,1,AKT.BRAF_VEGFR2
UACC-812,AKT,BRAF_VEGFR2,1,1,0.356033668,10,84.29948182,1,0,100,NA,1,AKT.BRAF_VEGFR2
BT-474,AKT,CD19,1,1,1,0.4826882,84.64942599,0.163949613,0.9639924,0,NA,1,AKT.CD19
CAMA-1,AKT,CD19,1,1,1,0,100,0.168807732,2.0284336,34.17518056,NA,1,AKT.CD19
HCC1419,AKT,CD19,1,1,1,0,100,0.306589843,10,46.3996023,NA,1,AKT.CD19
MDA-MB-361,AKT,CD19,1,1,1,0,100,0.24955493,1.9071576,26.83477142,NA,1,AKT.CD19
T47D,AKT,CD19,1,1,1,0,100,0.111400274,10,40.44876962,NA,1,AKT.CD19
22RV1,AKT,JAK,10,1,1.306141468,5.2822311,23.23571621,0.332814389,10,73.99956161,NA,1,AKT.JAK
VCaP,AKT,JAK,10,1,1.435032454,0.7962766,35.18312144,0.265792811,2.0020981,67.4676683,NA,1,AKT.JAK
CAMA-1,AKT,MAP2K_RAF,1,1,0.028076923,10,83.63318852,0.152192401,2.2283844,29.36800681,NA,1,AKT.MAP2K_RAF
HCC1419,AKT,MAP2K_RAF,1,1,0.189606583,10,80.03494764,0.229290628,2.9857149,54.24211486,NA,1,AKT.MAP2K_RAF
HCC1500,AKT,MAP2K_RAF,1,1,1,1.0893541,33.88692466,0.534395402,1.4460553,53.36968595,NA,1,AKT.MAP2K_RAF
MDA-MB-361,AKT,MAP2K_RAF,1,1,1,0,100,0.216064298,2.3462764,36.42519527,NA,1,AKT.MAP2K_RAF
T47D,AKT,MAP2K_RAF,1,1,0.12456647,1.7791413,82.27414518,0.106268062,10,42.6991553,NA,1,AKT.MAP2K_RAF
UACC-812,AKT,MAP2K_RAF,1,1,1,10,4.40012066,1,0,100,NA,1,AKT.MAP2K_RAF
BT-474,AKT,NAE,1,1,0.218517319,3.0569877,49.51827342,0.158736896,1.6640431,11.08648339,NA,1,AKT.NAE
CAMA-1,AKT,NAE,1,1,0.055790009,1.5830208,35.3204921,0.240774608,1.3975127,17.46255111,NA,1,AKT.NAE
HCC1500,AKT,NAE,1,1,0.031101591,1.5695445,6.93483344,0.326234811,10,68.19956545,NA,1,AKT.NAE
MCF7,AKT,NAE,1,1,0.07541846,2.078942,11.09799061,0.328763658,9.97105,58.79937143,NA,1,AKT.NAE
MDA-MB-361,AKT,NAE,1,1,0.032863685,2.5957817,42.27828422,0.56777041,0.4853044,0,NA,1,AKT.NAE
T47D,AKT,NAE,1,1,0.513931149,0.3883425,0,0.126402421,2.7509852,35.22009821,NA,1,AKT.NAE
BT-474,AKT,PIK3C_MTOR_2,1,1,1e-04,0.1,92.12619613,0.159378266,1.0971304,0,NA,1,AKT.PIK3C_MTOR_2
CAMA-1,AKT,PIK3C_MTOR_2,1,1,1,0,100,0.230928603,1.4042317,20.42161572,NA,1,AKT.PIK3C_MTOR_2
HCC1419,AKT,PIK3C_MTOR_2,1,1,1,0,100,0.278711479,1.8361749,45.06148754,NA,1,AKT.PIK3C_MTOR_2
MCF7,AKT,PIK3C_MTOR_2,1,1,1,0,100,0.442206827,2.142777,61.84055403,NA,1,AKT.PIK3C_MTOR_2
MDA-MB-361,AKT,PIK3C_MTOR_2,1,1,1,0,100,0.277147264,1.442534,19.37762027,NA,1,AKT.PIK3C_MTOR_2
T47D,AKT,PIK3C_MTOR_2,1,1,1,0,100,0.111242194,10,38.34849349,NA,1,AKT.PIK3C_MTOR_2
BT-474,AKT,WEE1,1,1,0.997827939,1.2876057,0,0.156552322,1.7478397,9.69386587,NA,1,AKT.WEE1
CAMA-1,AKT,WEE1,1,1,0.280307977,10,88.69914332,0.155257769,3.5128848,36.71905248,NA,1,AKT.WEE1
HCC1500,AKT,WEE1,1,1,0.374683475,2.7841058,5.42682838,1,1.1048153,34.23042757,NA,1,AKT.WEE1
MCF7,AKT,WEE1,1,1,0.185668303,3.5860136,10.77490451,1,1.571992,46.60298782,NA,1,AKT.WEE1
MDA-MB-361,AKT,WEE1,1,1,0.276415885,10,40.19973089,0.230006993,2.8195758,33.34156919,NA,1,AKT.WEE1
T47D,AKT,WEE1,1,1,1,10,65.60003317,0.113470982,10,41.44831929,NA,1,AKT.WEE1
UACC-812,AKT,WEE1,1,1,0.359454061,10,20.49713686,1,0,100,NA,1,AKT.WEE1
COLO-205,AKT_1,BRAF_M2,3,3,0.502109518,0.8357304,0,3,0.3913526,2.20060589,NA,1,AKT_1.BRAF_M2
NCI-H747,AKT_1,BRAF_M2,3,3,0.863268834,0.4917264,0,0.041972559,0.7234179,28.73253544,NA,1,AKT_1.BRAF_M2
HCT-116,AKT_1,BRAF_M2,3,3,0.651393076,1.1444182,0,0.65430728,4.266388,71.8501988,NA,1,AKT_1.BRAF_M2
HT-29,AKT_1,BRAF_M2,3,3,1,0,100,1,0,100,NA,1,AKT_1.BRAF_M2
LS-513,AKT_1,BRAF_M2,3,3,0.781755691,1.8174922,0,1.481263619,1.90485,0,NA,1,AKT_1.BRAF_M2
SW48,AKT_1,BRAF_M2,3,3,1.043936832,0.911364,0,0.069568189,1.768331,54.25190712,NA,1,AKT_1.BRAF_M2
647-V,ATM,ATR_4,3,3,3,10,75.80038619,1,0,100,NA,1,ATM.ATR_4
BFTC-905,ATM,ATR_4,3,3,0.83131642,1.5391256,0,3,0.7156772,21.66388481,NA,1,ATM.ATR_4
HT-1197,ATM,ATR_4,3,3,0.974263817,10,65.29937803,0.373716468,10,88.99971359,NA,1,ATM.ATR_4
J82,ATM,ATR_4,3,3,0.978388668,10,51.29930141,0.47597918,2.8695294,81.66844049,NA,1,ATM.ATR_4
KU-19-19,ATM,ATR_4,3,3,2.753675331,10,0,1,0,100,NA,1,ATM.ATR_4
T-24,ATM,ATR_4,3,3,1.112991304,10,10.69558343,0.817672367,4.1550071,68.75838638,NA,1,ATM.ATR_4
TCCSUP,ATM,ATR_4,3,3,0.743629108,2.4162246,26.06748529,3,0.2882516,51.56280689,NA,1,ATM.ATR_4
UM-UC-3,ATM,ATR_4,3,3,1.120385356,2.7990903,51.29449991,0.73851491,1.5713357,72.69634928,NA,1,ATM.ATR_4
VM-CUB-1,ATM,ATR_4,3,3,3,10,59.00042681,3e-04,0.1,94.7075254,NA,1,ATM.ATR_4
COLO-205,ATM,TYMS,3,3,3,0.6064957,3.52869842,1.689867476,2.720289,39.99208074,NA,1,ATM.TYMS
LS-513,ATM,TYMS,3,3,1.606006207,1.9268532,0,3,1.8304133,49.63289026,NA,1,ATM.TYMS
SW48,ATM,TYMS,3,3,1.97380856,2.1336766,40.9591658,1.048989424,10,44.59847966,NA,1,ATM.TYMS
SW620,ATM,TYMS,3,3,3,0.51392,93.03474292,0.986631875,1.3093995,54.82212379,NA,1,ATM.TYMS
SW837,ATM,TYMS,3,3,1,0,100,3,10,50.2008265,NA,1,ATM.TYMS
SW948,ATM,TYMS,3,3,0.022279135,0.8447727,77.43027898,3e-04,0.1,88.6233262,NA,1,ATM.TYMS
647-V,ATR_4,PARP1,3,3,3,1.9897234,74.37977295,3,10,57.40044048,NA,1,ATR_4.PARP1
BFTC-905,ATR_4,PARP1,3,3,3,0.4941757,27.71213666,1.053447005,10,12.79749427,NA,1,ATR_4.PARP1
HT-1197,ATR_4,PARP1,3,3,2.6831728,0.1913337,0,2.898761593,0.9427019,0,NA,1,ATR_4.PARP1
J82,ATR_4,PARP1,3,3,3,1.0621075,54.57082052,0.974109653,10,56.29937163,NA,1,ATR_4.PARP1
SW780,ATR_4,PARP1,3,3,1,0,100,0.253976356,3.2321636,72.49473229,NA,1,ATR_4.PARP1
T-24,ATR_4,PARP1,3,3,3,10,18.20003401,1.098984293,10,10.39609218,NA,1,ATR_4.PARP1
TCCSUP,ATR_4,PARP1,3,3,3,0.8832897,37.92439239,0.373430349,1.0675461,11.62445481,NA,1,ATR_4.PARP1
UM-UC-3,ATR_4,PARP1,3,3,3,0.6332694,69.53627842,0.843953042,2.3297593,54.24844132,NA,1,ATR_4.PARP1
COLO-205,BCL2,SN38,0.003,1,0.000778393,1.5969583,0,0.353034265,2.3361595,0,NA,1,BCL2.SN38
NCI-H747,BCL2,SN38,0.003,3,0.003,4.3263153,38.60225696,1.101875038,10,23.59657048,NA,1,BCL2.SN38
HCT-116,BCL2,SN38,0.003,3,0.001149189,1.7178755,0,1.720865127,1.1524036,0,NA,1,BCL2.SN38
HT-29,BCL2,SN38,0.01,3,1,0,100,1,0,100,NA,1,BCL2.SN38
LS-513,BCL2,SN38,0.003,3,0.00180295,1.6451313,0,0.573034261,1.2960052,50.17407659,NA,1,BCL2.SN38
SW48,BCL2,SN38,0.01,3,0.000406597,2.8264405,5.23074328,2.27216557,0.6837797,0,NA,1,BCL2.SN38
COLO-205,BCL2,TYMS,3,1,2.42419808,0.8628565,0,0.220337574,1.1073925,0,NA,1,BCL2.TYMS
NCI-H747,BCL2,TYMS,3,3,0.741921166,10,93.18681436,1.600293861,2.2668309,0,NA,1,BCL2.TYMS
HCT-116,BCL2,TYMS,3,3,1.518387901,2.6855082,0,1.773885531,1.3415539,0,NA,1,BCL2.TYMS
LS-513,BCL2,TYMS,3,3,1.843572263,1.9843922,6.69660812,0.653092082,1.8427834,48.06562277,NA,1,BCL2.TYMS
SW48,BCL2,TYMS,3,3,1.19235499,10,64.59651738,0.495835558,1.1714873,45.43447368,NA,1,BCL2.TYMS
SW837,BCL2,TYMS,3,3,3e-04,0.1,85.82214473,1,0,100,NA,1,BCL2.TYMS
COLO-205,BCL2,WNT,3,1,3e-04,0.1,84.90182407,0.368832254,2.5926131,0,NA,1,BCL2.WNT
NCI-H747,BCL2,WNT,3,3,1.326681506,0.5573974,0,0.995195003,10,16.99864478,NA,1,BCL2.WNT
HCT-116,BCL2,WNT,3,3,3,1.2038754,32.29293611,2.751000708,2.2340814,0,NA,1,BCL2.WNT
HT-29,BCL2,WNT,3,3,1,0,100,1,0,100,NA,1,BCL2.WNT
LS-513,BCL2,WNT,3,3,1.41071473,1.4973988,15.00716051,0.792304156,0.7283499,36.76239658,NA,1,BCL2.WNT
RKO,BCL2,WNT,3,3,3e-04,0.1,94.08897617,0.032690757,3.6681458,90.05783996,NA,1,BCL2.WNT
SW48,BCL2,WNT,3,3,0.095642515,2.3039835,70.84162914,3,0.7882589,2.99515154,NA,1,BCL2.WNT
SW837,BCL2,WNT,3,3,1,0,100,1,0,100,NA,1,BCL2.WNT
BFTC-905,BCL2_BCL2L1,TNF,0.1,3,0.003319964,1.3726981,49.28392694,0.640353152,0.5568666,48.35075364,NA,1,BCL2_BCL2L1.TNF
HT-1197,BCL2_BCL2L1,TNF,0.1,3,0.002330353,1.0779838,54.64862863,3,0.6071361,46.01360886,NA,1,BCL2_BCL2L1.TNF
HT-1376,BCL2_BCL2L1,TNF,0.1,3,0.1,0.2032277,19.36598415,1.542078328,0.8126501,0,NA,1,BCL2_BCL2L1.TNF
J82,BCL2_BCL2L1,TNF,0.1,3,0.1,0.2945956,71.31704013,3,0.4748106,51.71808301,NA,1,BCL2_BCL2L1.TNF
KU-19-19,BCL2_BCL2L1,TNF,0.1,3,1,0,100,2.607616368,1.4619754,42.18687341,NA,1,BCL2_BCL2L1.TNF
SW780,BCL2_BCL2L1,TNF,0.03,0.3,0.026365158,0.5421736,0,0.013645711,0.8991087,25.58280346,NA,1,BCL2_BCL2L1.TNF
T-24,BCL2_BCL2L1,TNF,0.03,0.3,1,0,100,1,0,100,NA,1,BCL2_BCL2L1.TNF
TCCSUP,BCL2_BCL2L1,TNF,0.03,3,0.03,0.2522349,31.92734933,1.183906632,10,85.89870789,NA,1,BCL2_BCL2L1.TNF
UM-UC-3,BCL2_BCL2L1,TNF,0.03,3,3e-06,0.1,66.56147645,0.71221984,0.7118795,47.94392136,NA,1,BCL2_BCL2L1.TNF
HT-1197,CHEK1,EG5,3,1,3e-04,0.1,37.33864243,0.268378165,10,30.79871807,NA,1,CHEK1.EG5
J82,CHEK1,EG5,3,1,3e-04,0.1366216,0,0.32036025,10,51.09936727,NA,1,CHEK1.EG5
T-24,CHEK1,EG5,3,1,0.020092687,9.9992082,0.52499772,0.253973955,7.3800043,1.89602617,NA,1,CHEK1.EG5
UM-UC-3,CHEK1,EG5,0.003,1,0.003,10,53.60000682,0.368680776,10,44.19741016,NA,1,CHEK1.EG5
VM-CUB-1,CHEK1,EG5,0.003,1,0.003,0.9165463,89.61252582,0.357851377,10,30.99762241,NA,1,CHEK1.EG5
BT-474,CHEK1,ESR1_2,1,1,1,0.12483,38.57585847,0.282695739,10,41.79943786,NA,1,CHEK1.ESR1_2
HCC1500,CHEK1,ESR1_2,1,1,0.005734796,1.9842586,37.82489043,0.132490749,3.7601441,8.77024748,NA,1,CHEK1.ESR1_2
MCF7,CHEK1,ESR1_2,1,1,0.000838785,0.341285,64.31435318,0.132937179,3.3328231,13.6468007,NA,1,CHEK1.ESR1_2
MDA-MB-361,CHEK1,ESR1_2,1,1,1e-04,0.1,72.28239925,0.071661353,1.5930983,32.14091687,NA,1,CHEK1.ESR1_2
UACC-812,CHEK1,ESR1_2,1,1,1,0.5708062,79.66931967,0.367439323,9.5172304,1.39282094,NA,1,CHEK1.ESR1_2
BT-474,CHEK1,MET,1,1,1,0,100,0.296290332,10,43.69951113,NA,1,CHEK1.MET
CAMA-1,CHEK1,MET,1,1,1,0,100,0.388341147,1.7166926,71.66432202,NA,1,CHEK1.MET
HCC1419,CHEK1,MET,1,1,1e-04,0.1,84.93013449,0.465518843,1.940474,35.07640815,NA,1,CHEK1.MET
MCF7,CHEK1,MET,1,1,1e-04,0.1,83.39861706,0.146343807,3.154315,12.33141002,NA,1,CHEK1.MET
MDA-MB-361,CHEK1,MET,1,1,1,0,100,0.078498103,1.5867957,32.83989503,NA,1,CHEK1.MET
T47D,CHEK1,MET,1,1,1,0,100,1,10,70.60023891,NA,1,CHEK1.MET
UACC-812,CHEK1,MET,1,1,1,0,100,0.365643133,10,1.1957791,NA,1,CHEK1.MET
BT-474,CHEK1,MET_2,1,1,0.337783778,10,34.59870929,0.241908981,3.4124479,39.02536291,NA,1,CHEK1.MET_2
HCC1500,CHEK1,MET_2,1,1,0.128796581,3.6239134,0.89014452,0.14435873,3.5389913,10.62857343,NA,1,CHEK1.MET_2
MDA-MB-361,CHEK1,MET_2,1,1,0.336484804,3.4213229,23.60284971,0.065356403,2.0591571,37.63503486,NA,1,CHEK1.MET_2
BT-474,CHEK1,MTOR_3,1,1,1e-04,0.1,14.7967642,0.253638176,5.2494598,38.05418809,NA,1,CHEK1.MTOR_3
CAMA-1,CHEK1,MTOR_3,1,1,1e-04,0.1,20.26990025,0.489345425,1.0451179,44.21690843,NA,1,CHEK1.MTOR_3
HCC1500,CHEK1,MTOR_3,1,1,1e-04,0.3413372,6.12378818,0.120425674,4.3667295,10.23025385,NA,1,CHEK1.MTOR_3
MCF7,CHEK1,MTOR_3,1,1,1e-04,0.1049981,2.88372295,0.106361713,2.4284921,12.77154908,NA,1,CHEK1.MTOR_3
MDA-MB-361,CHEK1,MTOR_3,1,1,0.000817785,0.5756725,64.58969336,0.073675928,1.7340014,37.14702289,NA,1,CHEK1.MTOR_3
UACC-812,CHEK1,MTOR_3,1,1,1,0,100,0.397857808,5.1578021,0,NA,1,CHEK1.MTOR_3
BT-474,CHEK1,MTOR_4,1,1,0.307431816,10,81.0997776,0.273008975,3.2940776,36.73496975,NA,1,CHEK1.MTOR_4
CAMA-1,CHEK1,MTOR_4,1,1,1,0,100,0.3182623,10,69.69963544,NA,1,CHEK1.MTOR_4
HCC1500,CHEK1,MTOR_4,1,1,1,1.9841936,47.10214665,0.126292396,3.0572297,8.13539706,NA,1,CHEK1.MTOR_4
MCF7,CHEK1,MTOR_4,1,1,1,1.3160641,36.02638123,0.103283331,2.7148474,13.20864563,NA,1,CHEK1.MTOR_4
MDA-MB-361,CHEK1,MTOR_4,1,1,0.42432377,1.5862866,51.67981552,0.068829055,1.4384672,33.61402726,NA,1,CHEK1.MTOR_4
UACC-812,CHEK1,MTOR_4,1,1,0.996406544,10,0,0.371177322,10,0.29504969,NA,1,CHEK1.MTOR_4
647-V,CHEK1,PIK3CB_PIK3CD,3,1,0.748526468,1.1558295,0,0.418644596,10,33.2889698,NA,1,CHEK1.PIK3CB_PIK3CD
BFTC-905,CHEK1,PIK3CB_PIK3CD,3,1,0.227700286,0.8725522,26.38309611,0.237406276,1.74459,0,NA,1,CHEK1.PIK3CB_PIK3CD
HT-1376,CHEK1,PIK3CB_PIK3CD,3,1,0.541317246,0.2980887,0,0.461580594,1.1908347,0,NA,1,CHEK1.PIK3CB_PIK3CD
J82,CHEK1,PIK3CB_PIK3CD,3,1,1.988622731,0.6731769,0,0.649363611,2.1522693,26.7811933,NA,1,CHEK1.PIK3CB_PIK3CD
T-24,CHEK1,PIK3CB_PIK3CD,3,1,1.108904386,10,79.79903659,0.19473625,3.8217548,0.99335931,NA,1,CHEK1.PIK3CB_PIK3CD
TCCSUP,CHEK1,PIK3CB_PIK3CD,3,1,0.516134503,1.0784282,56.33110148,0.256644944,5.0220121,5.8992115,NA,1,CHEK1.PIK3CB_PIK3CD
UM-UC-3,CHEK1,PIK3CB_PIK3CD,3,1,3,1.0808539,59.74376494,0.891495197,2.7338363,0,NA,1,CHEK1.PIK3CB_PIK3CD
VM-CUB-1,CHEK1,PIK3CB_PIK3CD,3,1,3,0.7640401,54.83185925,0.341768218,10,8.69801116,NA,1,CHEK1.PIK3CB_PIK3CD
BT-474,CHEK1,PIK3C_MTOR_2,1,1,1,0.1637189,69.49210952,0.472725814,0.9536773,0,NA,1,CHEK1.PIK3C_MTOR_2
MCF7,CHEK1,PIK3C_MTOR_2,1,1,1,0,100,0.131380103,2.8844264,11.70927277,NA,1,CHEK1.PIK3C_MTOR_2
MDA-MB-361,CHEK1,PIK3C_MTOR_2,1,1,1,0,100,0.079120983,1.6691646,36.23342733,NA,1,CHEK1.PIK3C_MTOR_2
UACC-812,CHEK1,PIK3C_MTOR_2,1,1,1e-04,0.1,61.67011634,0.404908198,4.5384536,0,NA,1,CHEK1.PIK3C_MTOR_2
647-V,CHEK1,PIM1,3,1,0.134468238,1.1077524,90.81085462,0.40670825,10,31.89156699,NA,1,CHEK1.PIM1
BFTC-905,CHEK1,PIM1,3,1,0.013683239,1.3573499,82.92766564,0.300328556,10,8.49942895,NA,1,CHEK1.PIM1
HT-1197,CHEK1,PIM1,3,1,2.087026991,1.3909387,70.29158135,0.289402222,10,38.19905697,NA,1,CHEK1.PIM1
J82,CHEK1,PIM1,3,1,3,0.1916611,47.744035,0.364163497,1.6144176,14.57553405,NA,1,CHEK1.PIM1
T-24,CHEK1,PIM1,3,1,1,0,100,0.274105922,10,1.89912621,NA,1,CHEK1.PIM1
TCCSUP,CHEK1,PIM1,3,1,0.096303366,1.4549781,83.67157251,0.196889028,2.9432644,4.83619205,NA,1,CHEK1.PIM1
UM-UC-3,CHEK1,PIM1,3,1,1,0,100,0.357602026,10,38.19788637,NA,1,CHEK1.PIM1
BT-474,CHEK1,Proteasome,1,1,0.000655582,0.9715979,3.37129953,0.285004767,10,48.19939644,NA,1,CHEK1.Proteasome
CAMA-1,CHEK1,Proteasome,1,1,0.007888168,10,13.84997029,1,0.6844621,22.18315214,NA,1,CHEK1.Proteasome
HCC1419,CHEK1,Proteasome,1,1,0.003870436,1.3622187,11.85951884,0.308789444,10,44.89952683,NA,1,CHEK1.Proteasome
HCC1500,CHEK1,Proteasome,1,1,0.000159539,8.8967453,0,0.137757166,3.3009644,8.89405184,NA,1,CHEK1.Proteasome
MCF7,CHEK1,Proteasome,1,1,1e-04,0.4385777,0,0.10429223,2.6484744,12.99238256,NA,1,CHEK1.Proteasome
MDA-MB-175-VII,CHEK1,Proteasome,1,1,0.003373074,1.4008031,9.55527834,0.303797868,10,31.49928434,NA,1,CHEK1.Proteasome
MDA-MB-361,CHEK1,Proteasome,1,1,1e-04,0.1,2.73213031,0.075632518,1.7213514,34.89935527,NA,1,CHEK1.Proteasome
T47D,CHEK1,Proteasome,1,1,0.005444769,1.9788212,16.3866008,1,10,73.60007786,NA,1,CHEK1.Proteasome
UACC-812,CHEK1,Proteasome,1,1,0.007811532,10,0,0.373388129,10,0.79477414,NA,1,CHEK1.Proteasome
BT-474,CHEK1,TKI_2,1,1,1,0,100,0.26938696,10,46.09938093,NA,1,CHEK1.TKI_2
CAMA-1,CHEK1,TKI_2,1,1,1,0,100,1,0.4176451,54.00334597,NA,1,CHEK1.TKI_2
HCC1500,CHEK1,TKI_2,1,1,1,10,59.80002607,0.162279367,3.4801849,9.47748469,NA,1,CHEK1.TKI_2
MCF7,CHEK1,TKI_2,1,1,1,0,100,0.142982787,3.0707378,15.02753764,NA,1,CHEK1.TKI_2
MDA-MB-361,CHEK1,TKI_2,1,1,1,0,100,0.065998309,1.5808359,35.85867295,NA,1,CHEK1.TKI_2
T47D,CHEK1,TKI_2,1,1,0.945002772,1.7876514,0,1,10,52.40005662,NA,1,CHEK1.TKI_2
UACC-812,CHEK1,TKI_2,1,1,1,10,94.60003775,0.286057054,10,1.09962826,NA,1,CHEK1.TKI_2
647-V,ATM,Cisplatin,3,3,1.248473147,2.9524183,0,3,0.4352441,83.0552447,NA,1,ATM.Cisplatin
BFTC-905,ATM,Cisplatin,3,3,0.662931246,2.7299789,4.39641587,0.950472938,10,80.29960196,NA,1,ATM.Cisplatin
J82,ATM,Cisplatin,3,3,0.481089972,1.0902694,0,0.489168741,10,70.88946507,NA,1,ATM.Cisplatin
SW780,ATM,Cisplatin,3,3,1.151160296,10,70.49795828,1,0,100,NA,1,ATM.Cisplatin
TCCSUP,ATM,Cisplatin,3,3,0.479659853,2.0674306,12.76635485,0.526014341,10,87.59338143,NA,1,ATM.Cisplatin
UM-UC-3,ATM,Cisplatin,3,3,1.263055717,2.4711927,0,0.508908053,2.3366613,73.17738776,NA,1,ATM.Cisplatin
647-V,Cisplatin,ERBB,0.1,3,0.034227456,10,90.99979884,1.156661357,10,11.19355425,NA,1,Cisplatin.ERBB
BFTC-905,Cisplatin,ERBB,3,3,1,0,100,0.586855622,1.5982062,0,NA,1,Cisplatin.ERBB
HT-1197,Cisplatin,ERBB,3,3,3e-04,0.1,87.77484862,0.553795047,0.4999057,2.753538,NA,1,Cisplatin.ERBB
HT-1376,Cisplatin,ERBB,1,3,0.014665303,10,46.50156211,0.578767293,1.6786914,31.73649019,NA,1,Cisplatin.ERBB
J82,Cisplatin,ERBB,3,3,3e-04,0.1,88.61484999,0.553265003,1.3433529,0,NA,1,Cisplatin.ERBB
T-24,Cisplatin,ERBB,3,3,3,0.7859796,67.15566261,2.618153756,10,0,NA,1,Cisplatin.ERBB
TCCSUP,Cisplatin,ERBB,3,3,0.164096798,2.6769873,92.96364953,0.521567665,2.0199178,13.42080641,NA,1,Cisplatin.ERBB
